id;submitdate;lastpage;startlanguage;seed;startdate;datestamp;year;Nemployees;Ncommunities;management;freeINDandDEC;freeFINandGOV;AREAtotal;AREAred;facilities[SQ001];facilities[SQ002];facilities[SQ003];facilities[SQ004];facilities[SQ005];NCSOs;CSOrehab;CSOinvest;Npumpstat;MvarCSO[SQ001];MvarCSO[SQ002];MvarCSO[SQ003];MvarCSO[SQ004];MvarCSO[SQ005];MvarCSO[other];NinstrumCSO;Npluviom;WLmeas[SQ001];WLmeas[SQ002];WLmeas[SQ003];WLmeas[SQ004];WLmeas[SQ005];WLmeas[other];WLplants;WLassess;WLdataQlty;WLdataQLTYbad[SQ001];WLdataQLTYbad[SQ002];WLdataQLTYbad[SQ003];WLdataQLTYbad[other];WQproblm2[SQ001];WQproblm2[SQ002];WQproblm2[SQ003];WQproblm2[SQ004];WQproblm2[other];ORGshare[SQ001];ORGshare[SQ002];ORGshare[SQ003];ORGshare[SQ004];ORGshare[other];MTavail;METex[SQ001];METex[SQ002];METex[SQ003];METex[SQ004];METex[SQ005];METex[SQ006];METex[SQ007];METex[SQ008];METex[SQ009];METex[other];METobst[SQ001];METobst[SQ002];METobst[SQ003];METobst[SQ004];METobst[SQ005];METobst[SQ006];METobst[SQ007];METobst[SQ008];METobst[other];MEASplants[SQ001];MEASplants[SQ002];MEASplants[SQ003];MEASplants[SQ004];MEASplants[SQ005];MEASplants[SQ006];MEASplants[SQ007];MEASplants[SQ008];MEASplants[SQ009];MEASplants[other];MEunc;MEunc[comment];IntDrainPlan;IDPyear;IDPrev;ORGcoopUD;EMPevent;MEAStp;woWWTP;woWWTP[other];SSvision;SSvision[comment];CSOpublic;CSOpublic[comment];CSOlaw;impREG;TSguide;REGapply;REGenf;CSOreg[SQ001];CSOreg[SQ002];CSOreg[SQ003];CSOreg[SQ004];CSOreg[other];CSOmonit[1];CSOmonit[2];CSOmonit[3];CSOmonit[4];CSOmonit[5];CSOmonit[6];CSOmonit[7];CSOmonit[8];CSOmonit[9];CSOmonit[10];CSOmonit[11];CSOmonit[12];CSOownprop;UDfeed;COUDapply[SQ001];COUDapply[SQ002];interviewtime;groupTime3815;yearTime;NemployeesTime;NcommunitiesTime;managementTime;freeINDandDECTime;freeFINandGOVTime;AREAtotalTime;AREAredTime;facilitiesTime;groupTime3816;NCSOsTime;CSOrehabTime;CSOinvestTime;NpumpstatTime;groupTime3817;MvarCSOTime;NinstrumCSOTime;NpluviomTime;groupTime3818;WLmeasTime;WLplantsTime;WLassessTime;WLdataQltyTime;WLdataQLTYbadTime;WQproblm2Time;ORGshareTime;groupTime3821;MTavailTime;METexTime;METobstTime;MEASplantsTime;MEuncTime;groupTime3822;IntDrainPlanTime;IDPyearTime;IDPrevTime;ORGcoopUDTime;groupTime3823;EMPeventTime;groupTime3824;MEAStpTime;woWWTPTime;SSvisionTime;CSOpublicTime;groupTime3825;CSOlawTime;impREGTime;TSguideTime;REGapplyTime;REGenfTime;CSOregTime;groupTime3826;CSOmonitTime;CSOownpropTime;UDfeedTime;groupTime3827;CIsurveyTime;COUDapplyTime;is_complete;ip_region;ip_country
390;2024-07-08 09:29:39;11.0;de;574781250;2024-07-08 08:46:44;2024-07-08 09:29:39;1965.0;6.0;3.0;Yes;4.0;5.0;2437.0;240.0;No;Yes;Yes;No;Yes;39.0;Yes;Yes;17.0;Yes;Yes;Yes;Yes;No;Einstaudauer + Häufigkeit;15.0;1.0;Yes;No;Yes;No;No;;Of most;In near real-time;Enig;;;;;;;;;;No;Yes;Yes;Yes;;Yes;;;;;;;;;;;;;;;;;;;;Yes;No;No;No;Yes;Yes;No;No;No;;Yes, I do uncertainty calculations on my data;;Yes;2013;Yes;5.0;Yes;Yes, for the evaluation of the measurement data;Yes, it makes sense to take over all rainwater systems and the entire sewerage system in the association's territory;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I am in favor of this vision, because I generally fin that transparency improves effectiveness and aids innovation;;Yes;;Yes;Yes;Yes;Yes;No;No;No;;Standards and technical guidelines for equipping the systems with measurement technology (e.g. water level measuring device in the CSO);Environmental protection targets (e.g. measured values of water level in the CSO, flow rate in the sewer);Education and training opportunities for measurement technology and measurement data management;;;;;;;;;;;;Yes;Yes;2579.96;732.24;;;;;;;;;;197.96;;;;;168.13;;;;228.23;;;;;;;;165.55;;;;;;51.51;;;;;45.05;;275.35;;;;;279.47;;;;;;;325.9;;;;110.57;;;complete;Zurich;CH
388;2024-07-08 09:24:43;11.0;fr;2014121137;2024-07-08 08:43:10;2024-07-08 09:24:43;1980.0;5.0;21.0;No;4.0;3.0;;;No;No;Yes;No;Yes;6.0;Yes;;8.0;No;No;Yes;No;Yes;;2.0;1.0;Yes;Yes;No;No;No;;From some;In near real-time;;;;;;;;;;;Yes;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No, I don't think this is needed;;Yes;2013;;3.0;No;Yes, for the maintenance of the measurement technology;;;;;I reject this vision because I think data from wastewater infrastructures should not be openly available;;;;;;;No;No;No;Yes;;Standards and technical guidelines for equipping the systems with measurement technology (e.g. water level measuring device in the CSO);Shifting competence from the municipality to the association;Performance indicators;;;;;;;;;;;;No;No;2234.77;737.03;;;;;;;;;;244.44;;;;;148.26;;;;166.7;;;;;;;;21.96;;;;;;70.16;;;;;42.16;;407.52;;;;;136.04;;;;;;;161.32;;;;99.18;;;complete;Valais;CH
387;2024-07-08 08:55:33;11.0;de;1897157086;2024-07-08 08:39:50;2024-07-08 08:55:33;1964.0;2.0;13.0;Yes;4.0;5.0;;;No;Yes;Yes;No;Yes;14.0;Yes;Yes;10.0;Yes;Yes;Yes;Yes;Yes;;4.0;1.0;No;No;Yes;No;No;;Of most;In near real-time;Enig;;;;;;;;;;Yes;No;No;No;;Yes;;;;;;;;;;;;;;;;;;;;Yes;No;No;No;Yes;No;Yes;No;No;;No, I don't think this is needed;;Yes;2022;No;4.0;Yes;Yes, both for the maintenance of the measurement technology and for the evaluation of the measurement data;No;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I reject this vision because I think data from wastewater infrastructures should not be openly available;;;;Yes;Yes;Yes;Yes;No;Yes;No;;Environmental protection targets (e.g. measured values of water level in the CSO, flow rate in the sewer);Standards and technical guidelines for equipping the systems with measurement technology (e.g. water level measuring device in the CSO);One-off subsidy for metrology equipment;Better products and services from metrology companies;Joint events and information campaigns;Education and training opportunities for measurement technology and measurement data management;Participation in the running costs of the maintenance of the measuring instruments and the evaluation of the measurement data;;;;;;;;No;No;947.61;170.3;;;;;;;;;;131.56;;;;;47.94;;;;110.54;;;;;;;;85.71;;;;;;41.64;;;;;10.94;;125.41;;;;;71.47;;;;;;;103.26;;;;48.84;;;complete;Bern;CH
384;2024-07-08 08:44:35;11.0;de;1186978091;2024-07-08 08:25:54;2024-07-08 08:44:35;1970.0;3.0;1.0;Yes;4.0;;1288.0;;No;No;Yes;No;No;4.0;No;No;0.0;No;Yes;No;No;No;;0.0;2.0;No;No;No;No;No;;;The evaluation is carried out irregularly, e.g. during the planning or revision of the integrated drainage plan;Uenig;No;No;No;Zu wenug Messgeräte;Yes;No;No;No;;No;No;No;Yes;;No;No;Yes;No;Yes;No;No;No;Yes;No;;No;Yes;No;No;No;No;No;No;;;;;;;;;;;;;;Yes;;;5.0;Yes;;Yes, it makes sense to take over all stormwater systems and the regionally important sewerage system;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I reject this vision because I think data from wastewater infrastructures should not be openly available;;;;;;;Yes;No;No;No;;;;;;;;;;;;;;;;No;No;1125.65;323.74;;;;;;;;;;26.45;;;;;80.41;;;;162.72;;;;;;;;115.33;;;;;;27.08;;;;;21.7;;211.25;;;;;67.19;;;;;;;78.07;;;;11.71;;;complete;Zurich;CH
381;2024-07-08 08:36:58;11.0;de;1035973951;2024-07-08 08:13:04;2024-07-08 08:36:58;1974.0;16.0;7.0;Yes;2.0;3.0;1638.0;1392.0;No;Yes;Yes;No;Yes;34.0;No;Yes;41.0;Yes;Yes;Yes;Yes;Yes;;30.0;2.0;No;No;Yes;No;No;;Of most;The evaluation is carried out irregularly, e.g. during the planning or revision of the integrated drainage plan;Enig;;;;;;;;;;Yes;No;No;No;;Yes;;;;;;;;;;;;;;;;;;;;No;No;No;Yes;Yes;Yes;No;No;No;;No, but I would like to know more or to do this in future;;Yes;2005;Yes;4.0;Yes;Yes, for the maintenance of the measurement technology;Yes, it makes sense to take over all stormwater systems and the regionally important sewerage system;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I reject this vision because I think data from wastewater infrastructures should not be openly available;;Yes;Yes;Yes;Yes;No;Yes;No;No;No;;Increased supervisory role of the cantons;Environmental protection targets (e.g. measured values of water level in the CSO, flow rate in the sewer);Performance indicators;;;;;;;;;;;;Yes;Yes;1438.5;114.52;;;;;;;;;;708.57;;;;;78.03;;;;114.22;;;;;;;;85.67;;;;;;33.16;;;;;12.14;;100.6;;;;;63.59;;;;;;;78.1;;;;49.9;;;complete;Schwyz;CH
378;2024-07-08 08:36:59;11.0;de;1636279375;2024-07-08 08:07:36;2024-07-08 08:36:59;1967.0;3.0;6.0;Yes;5.0;4.0;23756.0;;Yes;Yes;Yes;Yes;Yes;16.0;No;Yes;1.0;No;Yes;Yes;Yes;No;;5.0;0.0;No;Yes;Yes;No;No;;Of most;Daily;Enig;;;;;;;;;;No;No;No;Yes;;Yes;;;;;;;;;;;;;;;;;;;;Yes;No;No;Yes;Yes;No;No;No;No;;No, I don't think this is needed;;Yes;2024;Yes;5.0;Yes;Yes, both for the maintenance of the measurement technology and for the evaluation of the measurement data;Yes, it makes sense to take over all stormwater systems and the regionally important sewerage system;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I am in favor of this vision, because I generally fin that transparency improves effectiveness and aids innovation;;;;;;;Yes;No;No;No;;Performance indicators;Better products and services from metrology companies;Environmental protection targets (e.g. measured values of water level in the CSO, flow rate in the sewer);Standards and technical guidelines for equipping the systems with measurement technology (e.g. water level measuring device in the CSO);Customized services of engineering and design offices;Joint events and information campaigns;Shifting competence from the municipality to the association;Increased supervisory role of the cantons;Participation in the running costs of the maintenance of the measuring instruments and the evaluation of the measurement data;Education and training opportunities for measurement technology and measurement data management;Own suggestion;;;;No;No;1767.3;852.79;;;;;;;;;;142.04;;;;;108.11;;;;85.84;;;;;;;;115.11;;;;;;32.39;;;;;24.85;;136.35;;;;;66.35;;;;;;;141.2;;;;62.27;;;complete;Bern;CH
377;2024-07-08 08:30:00;11.0;de;2034274227;2024-07-08 08:02:12;2024-07-08 08:30:00;1957.0;9.0;3.0;Yes;3.0;4.0;707.0;140.0;Yes;Yes;Yes;No;No;35.0;Yes;Yes;4.0;Yes;Yes;Yes;Yes;Yes;;12.0;4.0;Yes;Yes;Yes;No;No;;From some;In near real-time;Enig;;;;;;;;;;No;Yes;Yes;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes, I do uncertainty calculations on my data;;;;;5.0;;Yes, for the maintenance of the measurement technology;Yes, it makes sense to take over all stormwater systems and the regionally important sewerage system;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I reject this vision because I think data from wastewater infrastructures should not be openly available;;Yes;;;Yes;Yes;Yes;Yes;Yes;Yes;;Increased supervisory role of the cantons;Shifting competence from the municipality to the association;Standards and technical guidelines for equipping the systems with measurement technology (e.g. water level measuring device in the CSO);Environmental protection targets (e.g. measured values of water level in the CSO, flow rate in the sewer);Performance indicators;One-off subsidy for metrology equipment;Participation in the running costs of the maintenance of the measuring instruments and the evaluation of the measurement data;Customized services of engineering and design offices;Joint events and information campaigns;Better products and services from metrology companies;Education and training opportunities for measurement technology and measurement data management;;;;No;No;1673.24;987.15;;;;;;;;;;215.47;;;;;102.26;;;;66.44;;;;;;;;13.46;;;;;;8.31;;;;;4.88;;66.43;;;;;46.58;;;;;;;115.46;;;;46.8;;;complete;Zurich;CH
375;2024-07-08 08:17:12;11.0;de;1689270528;2024-07-08 07:55:40;2024-07-08 08:17:12;1976.0;3.0;7.0;;4.0;4.0;;;No;No;Yes;No;Yes;16.0;Yes;No;5.0;Yes;Yes;Yes;Yes;No;;8.0;;No;No;Yes;No;Yes;;Of most;The evaluation is carried out irregularly, e.g. during the planning or revision of the integrated drainage plan;Enig;;;;;;;;;;No;No;No;Yes;;Yes;;;;;;;;;;;;;;;;;;;;No;No;No;Yes;No;No;Yes;No;No;;;;Yes;;Yes;;Yes;No, neither of those;;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I am in favor of this vision, because I generally fin that transparency improves effectiveness and aids innovation;;;;;;;Yes;No;No;No;;Standards and technical guidelines for equipping the systems with measurement technology (e.g. water level measuring device in the CSO);Customized services of engineering and design offices;Environmental protection targets (e.g. measured values of water level in the CSO, flow rate in the sewer);;;;;;;;;;;;No;No;1247.27;264.07;;;;;;;;;;99.95;;;;;120.21;;;;138.97;;;;;;;;120.47;;;;;;40.09;;;;;34.45;;165.0;;;;;67.12;;;;;;;158.0;;;;38.94;;;complete;Bern;CH
185;2024-07-03 12:20:31;11.0;de;1571169748;2024-07-03 11:43:56;2024-07-03 12:20:31;1963.0;10.0;6.0;Yes;4.0;5.0;963.0;293.0;No;No;Yes;No;Yes;10.0;Yes;Yes;2.0;Yes;Yes;Yes;Yes;No;;10.0;1.0;No;Yes;Yes;No;No;;Of most;Daily;Enig;;;;;;;;;;No;No;Yes;No;;Yes;;;;;;;;;;;;;;;;;;;;Yes;No;No;No;Yes;Yes;No;No;No;;No, I don't think this is needed;;Yes;2011;Yes;4.0;Yes;Yes, for the evaluation of the measurement data;Yes, it makes sense to take over all stormwater systems and the regionally important sewerage system;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I support this vision on the following condition:;;Yes;Yes;Yes;;Yes;Yes;No;No;No;;Standards and technical guidelines for equipping the systems with measurement technology (e.g. water level measuring device in the CSO);Increased supervisory role of the cantons;Environmental protection targets (e.g. measured values of water level in the CSO, flow rate in the sewer);;;;;;;;;;;;Yes;Yes;2198.39;84.42;;;;;;;;;;60.79;;;;;88.92;;;;188.64;;;;;;;;149.51;;;;;;60.95;;;;;28.28;;203.74;;;;;806.24;;;;;;;430.72;;;;96.18;;;complete;Aargau;CH
366;2024-07-08 07:14:39;11.0;de;1521006211;2024-07-08 06:21:13;2024-07-08 07:14:39;1974.0;9.0;40.0;Yes;3.0;4.0;;;No;Yes;Yes;No;Yes;39.0;No;Yes;14.0;No;No;No;No;No;50% ist ausgerüstet, bei den anderen 50% fehlt einiges;19.0;1.0;Yes;Yes;Yes;No;No;;From some;The evaluation is carried out irregularly, e.g. during the planning or revision of the integrated drainage plan;Uenig;No;No;No;Kapazität um Projekte anzugehen;Yes;No;No;No;;No;Yes;No;No;;Yes;;;;;;;;;;;;;;;;;;;;Yes;Yes;No;Yes;No;No;No;No;No;;No, but I would like to know more or to do this in future;;Yes;2011;No;4.0;Yes;No, neither of those;Yes, it makes sense to take over all rainwater systems and the entire sewerage system in the association's territory;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I am in favor of this vision, because I generally fin that transparency improves effectiveness and aids innovation;;No;No;Yes;Yes;Yes;Yes;No;No;No;;Standards and technical guidelines for equipping the systems with measurement technology (e.g. water level measuring device in the CSO);Shifting competence from the municipality to the association;Joint events and information campaigns;;;;;;;;;;;;No;No;3209.27;1816.38;;;;;;;;;;323.09;;;;;286.29;;;;224.43;;;;;;;;91.61;;;;;;45.9;;;;;22.87;;183.13;;;;;68.36;;;;;;;100.23;;;;46.98;;;complete;Bern;CH
360;2024-07-08 05:45:29;11.0;de;1278569145;2024-07-08 05:36:36;2024-07-08 05:45:29;1961.0;43.0;3.0;Yes;2.0;3.0;;;Yes;Yes;Yes;Yes;Yes;;;;2.0;;;;;;;;1.0;No;No;Yes;No;No;;Of most;The evaluation is carried out irregularly, e.g. during the planning or revision of the integrated drainage plan;Enig;;;;;;;;;;No;Yes;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;Yes;No, neither of those;Yes, it makes sense to take over all rainwater systems and the entire sewerage system in the association's territory;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I reject this vision because I think data from wastewater infrastructures should not be openly available;;No;No;No;;;Yes;No;No;No;;Standards and technical guidelines for equipping the systems with measurement technology (e.g. water level measuring device in the CSO);One-off subsidy for metrology equipment;Increased supervisory role of the cantons;;;;;;;;;;;;Yes;No;537.63;122.18;;;;;;;;;;17.92;;;;;7.79;;;;63.72;;;;;;;;20.76;;;;;;9.95;;;;;9.62;;78.82;;;;;57.22;;;;;;;62.69;;;;86.96;;;complete;Bern;CH
354;2024-07-07 09:12:11;11.0;fr;1233551390;2024-07-07 08:57:19;2024-07-07 09:12:11;1988.0;2.0;4.0;Yes;5.0;5.0;217.0;150.0;Yes;No;Yes;No;Yes;3.0;No;Yes;3.0;Yes;No;No;No;No;;0.0;1.0;No;No;No;No;Yes;;Of none;The evaluation is carried out irregularly, e.g. during the planning or revision of the integrated drainage plan;;;;;;;;;;;Yes;No;No;No;;No;Yes;No;No;No;No;No;Yes;Yes;No;;Yes;No;No;No;Yes;No;No;No;;;;;;;;;;;;No, I don't think this is needed;;Yes;2023;Yes;4.0;Yes;Yes, for the maintenance of the measurement technology;No;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I reject this vision because I think data from wastewater infrastructures should not be openly available;;Yes;Yes;Yes;Yes;;Yes;No;No;No;;Standards and technical guidelines for equipping the systems with measurement technology (e.g. water level measuring device in the CSO);Customized services of engineering and design offices;One-off subsidy for metrology equipment;;;;;;;;;;;;No;Yes;895.91;291.4;;;;;;;;;;30.96;;;;;65.19;;;;76.67;;;;;;;;103.42;;;;;;37.1;;;;;18.17;;103.34;;;;;36.75;;;;;;;81.12;;;;51.79;;;complete;Geneva;CH
94;2024-07-02 08:57:54;11.0;de;790437308;2024-07-02 08:46:33;2024-07-02 08:57:54;1974.0;6.0;12.0;Yes;4.0;3.0;;;Yes;Yes;No;No;No;;;;3.0;;;;;;;;;No;No;No;No;No;Vorort;From some;In near real-time;Uenig;No;Yes;No;;Yes;No;No;No;;Yes;No;No;No;;No;Yes;No;No;No;Yes;Yes;No;No;No;;No;Yes;No;No;No;No;No;No;;;;;;;;;;;;No, I don't think this is needed;;No;;;4.0;Yes;No, neither of those;Yes, it makes sense to take over all stormwater systems and the regionally important sewerage system;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I am in favor of this vision, because I generally fin that transparency improves effectiveness and aids innovation;;;;;;;No;No;No;No;;Environmental protection targets (e.g. measured values of water level in the CSO, flow rate in the sewer);Standards and technical guidelines for equipping the systems with measurement technology (e.g. water level measuring device in the CSO);Joint events and information campaigns;;;;;;;;;;;;No;No;684.32;119.07;;;;;;;;;;13.98;;;;;8.46;;;;105.42;;;;;;;;98.16;;;;;;31.24;;;;;15.21;;89.95;;;;;83.41;;;;;;;97.8;;;;21.62;;;complete;Bern;CH
115;2024-07-02 12:16:10;11.0;de;960037775;2024-07-02 11:54:29;2024-07-02 12:16:10;1970.0;3.0;3.0;;5.0;5.0;;;No;No;No;No;No;;;;6.0;;;;;;;;;No;No;No;No;Yes;;Of none;Never;Uenig;No;No;No;Keine Messung;Yes;No;No;No;;Yes;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No, but I would like to know more or to do this in future;;;;;5.0;;No, neither of those;Yes, it makes sense to take over all stormwater systems and the regionally important sewerage system;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I am in favor of this vision, because I generally fin that transparency improves effectiveness and aids innovation;;;;;;;No;No;No;No;;;;;;;;;;;;;;;;No;No;1305.37;258.62;;;;;;;;;;46.8;;;;;24.89;;;;127.76;;;;;;;;25.2;;;;;;23.91;;;;;82.92;;567.8;;;;;39.14;;;;;;;6.36;;;;101.97;;;complete;Vaud;CH
560;2024-07-18 12:04:31;11.0;de;130401549;2024-07-18 11:04:30;2024-07-18 12:04:31;2000.0;7.0;13.0;Yes;3.0;4.0;;;Yes;Yes;No;No;No;17.0;No;No;3.0;Yes;Yes;Yes;Yes;No;;17.0;2.0;Yes;Yes;No;No;No;;Of most;In near real-time;Enig;;;;;;;;;;No;No;No;Yes;;Yes;;;;;;;;;;;;;;;;;;;;Yes;No;No;Yes;No;Yes;No;No;No;;Yes, I do uncertainty calculations on my data;Plausibilisierung des gelieferten Abwassers pro Gemeinde an die Kläranlage;Yes;2012;;5.0;Yes;Yes, both for the maintenance of the measurement technology and for the evaluation of the measurement data;Yes, it makes sense to take over all stormwater systems and the regionally important sewerage system;;I support this vision on the following condition:;wenn auf die ermittelnden Daten nur die jeweilige Kläranlage bzw. der Verband Zugriff inklusive der Zuständigen Behörden. ;I reject this vision because I think data from wastewater infrastructures should not be openly available;;Yes;;;Yes;;Yes;No;No;No;;Standards and technical guidelines for equipping the systems with measurement technology (e.g. water level measuring device in the CSO);Participation in the running costs of the maintenance of the measuring instruments and the evaluation of the measurement data;One-off subsidy for metrology equipment;;;;;;;;;;;;Yes;Yes;3573.35;59.66;;;;;;;;;;472.24;;;;;221.85;;;;147.36;;;;;;;;223.15;;;;;;297.34;;;;;27.07;;1038.64;;;;;320.86;;;;;;;232.77;;;;532.41;;;complete;Zurich;CH
645;2024-09-02 14:31:58;11.0;fr;2085990851;2024-09-02 14:12:37;2024-09-02 14:31:58;0.0;500.0;1.0;Yes;4.0;1.0;;;No;Yes;No;Yes;No;49.0;Yes;Yes;15.0;No;Yes;Yes;Yes;Yes;;49.0;14.0;Yes;Yes;Yes;No;No;;;In near real-time;Enig;;;;;;;;;;No;No;Yes;No;Partenaires pour études;Yes;;;;;;;;;;;;;;;;;;;;No;No;No;Yes;No;Yes;Yes;No;Yes;;No, I don't think this is needed;;Yes;;No;5.0;Yes;Yes, both for the maintenance of the measurement technology and for the evaluation of the measurement data;;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I reject this vision because I think data from wastewater infrastructures should not be openly available;L'exploitation des données peut mettre en danger le système d'assainissement. De plus, les données brutes doivent régulièrement être validées manuellement pour invalider des aberrations.;Yes;No;Yes;Yes;Yes;No;No;Yes;No;;Environmental protection targets (e.g. measured values of water level in the CSO, flow rate in the sewer);Education and training opportunities for measurement technology and measurement data management;Participation in the running costs of the maintenance of the measuring instruments and the evaluation of the measurement data;Better products and services from metrology companies;Increased supervisory role of the cantons;Performance indicators;;;;;;;;;Yes;Yes;1165.09;293.47;;;;;;;;;;25.86;;;;;62.22;;;;78.77;;;;;;;;52.5;;;;;;32.08;;;;;10.6;;479.75;;;;;29.16;;;;;;;68.06;;;;32.62;;;complete;Île-de-France;FR
39;2024-06-28 06:35:30;11.0;de;1898171939;2024-06-28 05:50:25;2024-06-28 06:35:30;1959.0;8.0;3.0;Yes;5.0;5.0;1.0;1.0;No;Yes;Yes;No;Yes;21.0;No;Yes;20.0;Yes;Yes;Yes;Yes;Yes;;5.0;5.0;Yes;No;No;No;No;;Of most;In near real-time;Enig;;;;;;;;;;Yes;No;No;No;;Yes;;;;;;;;;;;;;;;;;;;;No;No;No;Yes;No;Yes;Yes;No;No;;Yes, I do uncertainty calculations on my data;;Yes;2015;Yes;5.0;Yes;Yes, for the maintenance of the measurement technology;No;;I support this vision on the following condition:;Reduktion auf die absolut notwendigsten Messgeräte.;I am in favor of this vision, because I generally fin that transparency improves effectiveness and aids innovation;;Yes;Yes;;Yes;Yes;Yes;No;No;No;;Better products and services from metrology companies;Customized services of engineering and design offices;Education and training opportunities for measurement technology and measurement data management;Environmental protection targets (e.g. measured values of water level in the CSO, flow rate in the sewer);Performance indicators;Standards and technical guidelines for equipping the systems with measurement technology (e.g. water level measuring device in the CSO);Joint events and information campaigns;Increased supervisory role of the cantons;Shifting competence from the municipality to the association;Participation in the running costs of the maintenance of the measuring instruments and the evaluation of the measurement data;One-off subsidy for metrology equipment;;;;No;No;2711.29;574.3;;;;;;;;;;681.65;;;;;408.04;;;;202.16;;;;;;;;100.29;;;;;;240.13;;;;;13.09;;152.99;;;;;116.54;;;;;;;155.79;;;;66.31;;;complete;Saint Gallen;CH
40;2024-06-28 06:29:16;11.0;de;971167232;2024-06-28 06:00:22;2024-06-28 06:29:16;1964.0;4.5;9.0;Yes;4.0;4.0;6000.0;;No;Yes;Yes;No;Yes;9.0;No;Yes;7.0;Yes;Yes;Yes;No;No;;3.0;1.0;No;No;Yes;No;No;;From some;The evaluation is carried out irregularly, e.g. during the planning or revision of the integrated drainage plan;Enig;;;;;;;;;;Yes;No;No;No;;No;Yes;No;No;No;Yes;Yes;No;No;No;;Yes;No;No;No;Yes;Yes;No;No;;;;;;;;;;;;No, but I would like to know more or to do this in future;;Yes;2019;No;;Yes;No, neither of those;Yes, it makes sense to take over all stormwater systems and the regionally important sewerage system;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I am in favor of this vision, because I generally fin that transparency improves effectiveness and aids innovation;;;;;;;Yes;No;No;No;;Increased supervisory role of the cantons;Environmental protection targets (e.g. measured values of water level in the CSO, flow rate in the sewer);Joint events and information campaigns;;;;;;;;;;;;No;No;1742.01;498.47;;;;;;;;;;136.51;;;;;121.43;;;;197.91;;;;;;;;240.79;;;;;;120.92;;;;;19.73;;155.54;;;;;79.15;;;;;;;128.83;;;;42.73;;;complete;Bern;CH
42;2024-07-10 11:47:52;11.0;de;1176115533;2024-06-28 06:12:51;2024-07-10 11:47:52;1985.0;3.0;5.0;;4.0;3.0;4156.0;84.22;No;Yes;No;No;Yes;3.0;No;;16.0;Yes;Yes;No;No;No;;3.0;1.0;Yes;Yes;No;No;No;;Of all;Annually;Enig;;;;;;;;;;Yes;No;No;No;;No;No;No;No;No;No;No;No;No;No;Nur Wasserstandmessung;Yes;Yes;Yes;No;No;No;No;No;;;;;;;;;;;;;;Yes;2006;Yes;4.0;Yes;Yes, for the maintenance of the measurement technology;Yes, it makes sense to take over all rainwater systems and the entire sewerage system in the association's territory;;I support this vision on the following condition:;;I reject this vision because I think data from wastewater infrastructures should not be openly available;;No;;Yes;Yes;Yes;Yes;No;No;No;Auffangen erster Schmutzstoss. Wenn Zulauf ARA es zulässt kann Entleerung RÜB begonnen werden.;Standards and technical guidelines for equipping the systems with measurement technology (e.g. water level measuring device in the CSO);Environmental protection targets (e.g. measured values of water level in the CSO, flow rate in the sewer);Participation in the running costs of the maintenance of the measuring instruments and the evaluation of the measurement data;;;;;;;;;;;;No;No;3715.39;1434.25;;;;;;;;;;124.19;;;;;169.87;;;;233.48;;;;;;;;344.07;;;;;;117.66;;;;;116.54;;145.77;;;;;207.75;;;;;;;717.92;;;;103.89;;;complete;Saint Gallen;CH
