;Code;Group_ID;Group;Question_ID;QuestionType;Question;ShortQuestion;Answers
87;MEunc[comment];5;Added value through the use of measurement technology;35;text;Évaluez-vous l'incertitude des données de surveillance collectées ? (Type A : valeurs mesurées répétées, Type B : jugement scientifique, informations fournies par le fabricant du capteur, propagation des erreurs, etc.) [Commentaire];Évaluez-vous l'incertitude des données de surveillance collectées ? (Type A : valeurs mesurées répétées, Type B : jugement scientifique, informations fournies par le fabricant du capteur, propagation des erreurs, etc.) ;Commentaire
88;IntDrainPlan;6;Collaboration with compliance authority;36;bool;Avez-vous réalisé un plan d'assainissement intégré au niveau de votre association d'assainissement ?;Avez-vous réalisé un plan d'assainissement intégré au niveau de votre association d'assainissement ?;Non$Oui
89;IDPyear;6;Collaboration with compliance authority;37;number;En quelle année ce schéma directeur d'assainissement a-t-il été approuvé ?;En quelle année ce schéma directeur d'assainissement a-t-il été approuvé ?;
90;IDPrev;6;Collaboration with compliance authority;38;bool;Ce schéma directeur d'assainissement est-il en cours de révision dans le cadre de la planification du drainage ?;Ce schéma directeur d'assainissement est-il en cours de révision dans le cadre de la planification du drainage ?;Non$Oui
91;ORGcoopUD;6;Collaboration with compliance authority;39;likert;Dans quelle mesure êtes-vous d'accord avec cette affirmation ?  Notre organisation coopère bien avec les autorités de régulation en matière d'assainissement urbain;Dans quelle mesure êtes-vous d'accord avec cette affirmation ?  Notre organisation coopère bien avec les autorités de régulation en matière d'assainissement urbain;
92;EMPevent;7;Further education/ Professional competence;40;bool;Les agents/salariés de votre service ont-ils participé à l'un des événements professionnels suivants au cours de l'année écoulée ?   	Salon professionnel (Pollutec, Carrefour de l'Eau, Cycl'eau, etc.) 	Réunion de l'associations nationales (Astee, FNCCR, Graie, etc.) 	Conférence nationale sur l'assainissement urbain (Astee, FNCCR, Graie, etc.) 	Événement de l'Agence de l'eau ou du Ministère dans le domaine de l'assainissement urbain 	Événement client d'un bureau d'ingénieurs-conseils 	Événement client d'une entreprise liée à la technologie de mesure ou à l'automatisation;Les agents/salariés de votre service ont-ils participé à l'un des événements professionnels suivants au cours de l'année écoulée ?   	Salon professionnel (Pollutec, Carrefour de l'Eau, Cycl'eau, etc.) 	Réunion de l'associations nationales (Astee, FNCCR, Graie, etc.) 	Conférence nationale sur l'assainissement urbain (Astee, FNCCR, Graie, etc.) 	Événement de l'Agence de l'eau ou du Ministère dans le domaine de l'assainissement urbain 	Événement client d'un bureau d'ingénieurs-conseils 	Événement client d'une entreprise liée à la technologie de mesure ou à l'automatisation;Non$Oui
93;MEAStp;8;Personal attitude of management;41;singleselect;Votre service a-t-il déjà sous-traité un tiers (par exemple un consultant en électricité ou en ingénierie) d'assurer la maintenance de la technologie de mesure (par exemple le nettoyage et l'étalonnage réguliers des instruments de mesure) ou la validation des données de mesure ?;Votre service a-t-il déjà sous-traité un tiers (par exemple un consultant en électricité ou en ingénierie) d'assurer la maintenance de la technologie de mesure (par exemple le nettoyage et l'étalonnage réguliers des instruments de mesure) ou la validation des données de mesure ?;Oui, tant pour la maintenance que pour la validation des données.$Oui, pour la maintenance de la technologie de mesure$Oui, pour la validation des données de mesure$Non, ni l'un ni l'autre
94;woWWTP;8;Personal attitude of management;42;singleselect;Pensez-vous qu'il soit judicieux pour un opérateur qu'il exploite à la fois la STEP et tous les systèmes d'assainissement urbain sur le long terme ?;Pensez-vous qu'il soit judicieux pour un opérateur qu'il exploite à la fois la STEP et tous les systèmes d'assainissement urbain sur le long terme ?;Oui, il est judicieux de prendre en charge tous les réseaux d'eaux pluviales et les ouvages d'assainissement dépassant le niveau communal$Non$Oui, il est judicieux de prendre en charge tous les ouvrages de gestion des eaux pluviales et le système d'assainissement sur l'ensemble du territoire$Autre$Oui, il est judicieux d'être propriétaire de tous les ouvrages du système d'assainissement urbain
95;woWWTP[other];8;Personal attitude of management;42;singleselect_text;Pensez-vous qu'il soit judicieux pour un opérateur qu'il exploite à la fois la STEP et tous les systèmes d'assainissement urbain sur le long terme ? [Autre];Pensez-vous qu'il soit judicieux pour un opérateur qu'il exploite à la fois la STEP et tous les systèmes d'assainissement urbain sur le long terme ? ;Autre
96;SSvision;8;Personal attitude of management;43;singleselect;Une vision possible de l'avenir :  Les réseaux d'eaux pluviales et d'assainissement sont équipés d'un grand nombre d'appareils de mesure. Les mesures sont transmises en direct à un système de contrôle par l'intermédiaire d'un réseau sans fil national, puis contrôlées, validées et archivées automatiquement. Cette surveillance permanente des systèmes est rendue possible par les progrès technologiques dans les domaines de la communication, du contrôle et de l'automatisation.  Que pensez-vous personnellement de la vision décrite ?;Une vision possible de l'avenir :  Les réseaux d'eaux pluviales et d'assainissement sont équipés d'un grand nombre d'appareils de mesure. Les mesures sont transmises en direct à un système de contrôle par l'intermédiaire d'un réseau sans fil national, puis contrôlées, validées et archivées automatiquement. Cette surveillance permanente des systèmes est rendue possible par les progrès technologiques dans les domaines de la communication, du contrôle et de l'automatisation.  Que pensez-vous personnellement de la vision décrite ?;Je rejette cette vision parce que je ne suis pas très favorable à l'utilisation de ces technologies modernes pour le suivi et la gestion de nos ouvrages d'assainissement$Je suis favorable à cette vision et je suis généralement ouvert à l'utilisation de ces technologies modernes pour les installations de notre service assainissement$Je soutiens cette vision dans les conditions suivantes :
97;SSvision[comment];8;Personal attitude of management;43;text;Une vision possible de l'avenir :  Les réseaux d'eaux pluviales et d'assainissement sont équipés d'un grand nombre d'appareils de mesure. Les mesures sont transmises en direct à un système de contrôle par l'intermédiaire d'un réseau sans fil national, puis contrôlées, validées et archivées automatiquement. Cette surveillance permanente des systèmes est rendue possible par les progrès technologiques dans les domaines de la communication, du contrôle et de l'automatisation.  Que pensez-vous personnellement de la vision décrite ? [Commentaire];Une vision possible de l'avenir :  Les réseaux d'eaux pluviales et d'assainissement sont équipés d'un grand nombre d'appareils de mesure. Les mesures sont transmises en direct à un système de contrôle par l'intermédiaire d'un réseau sans fil national, puis contrôlées, validées et archivées automatiquement. Cette surveillance permanente des systèmes est rendue possible par les progrès technologiques dans les domaines de la communication, du contrôle et de l'automatisation.  Que pensez-vous personnellement de la vision décrite ? ;Commentaire
98;CSOpublic;8;Personal attitude of management;44;singleselect;Une autre vision possible:  « À l'avenir, les données de surveillance des DOs sont rendues accessibles au public via une plateforme transparente et accessible qui permettra aux communautés et aux parties prenantes de disposer d'informations en temps réel sur les réseaux d'assainissement et leur impact sur l'environnement. En partageant ouvertement les données sur les infrastructures d'assainissement, la performance et l'entretien, nous visons à favoriser la collaboration, l'innovation et la prise de décision éclairée, pour finalement améliorer l'efficacité, la durabilité et la résilience de nos pratiques de gestion des eaux usées. »;Une autre vision possible:  « À l'avenir, les données de surveillance des DOs sont rendues accessibles au public via une plateforme transparente et accessible qui permettra aux communautés et aux parties prenantes de disposer d'informations en temps réel sur les réseaux d'assainissement et leur impact sur l'environnement. En partageant ouvertement les données sur les infrastructures d'assainissement, la performance et l'entretien, nous visons à favoriser la collaboration, l'innovation et la prise de décision éclairée, pour finalement améliorer l'efficacité, la durabilité et la résilience de nos pratiques de gestion des eaux usées. »;Je rejette cette vision car je pense que les données sur les infrastructures de traitement des eaux usées ne devraient pas être librement accessibles$Je suis favorable à cette vision, parce que je trouve généralement que la transparence améliore l'efficacité et favorise l'innovation$Je soutiens cette vision dans les conditions suivantes :
99;CSOpublic[comment];8;Personal attitude of management;44;text;Une autre vision possible:  « À l'avenir, les données de surveillance des DOs sont rendues accessibles au public via une plateforme transparente et accessible qui permettra aux communautés et aux parties prenantes de disposer d'informations en temps réel sur les réseaux d'assainissement et leur impact sur l'environnement. En partageant ouvertement les données sur les infrastructures d'assainissement, la performance et l'entretien, nous visons à favoriser la collaboration, l'innovation et la prise de décision éclairée, pour finalement améliorer l'efficacité, la durabilité et la résilience de nos pratiques de gestion des eaux usées. » [Commentaire];Une autre vision possible:  « À l'avenir, les données de surveillance des DOs sont rendues accessibles au public via une plateforme transparente et accessible qui permettra aux communautés et aux parties prenantes de disposer d'informations en temps réel sur les réseaux d'assainissement et leur impact sur l'environnement. En partageant ouvertement les données sur les infrastructures d'assainissement, la performance et l'entretien, nous visons à favoriser la collaboration, l'innovation et la prise de décision éclairée, pour finalement améliorer l'efficacité, la durabilité et la résilience de nos pratiques de gestion des eaux usées. » ;Commentaire
100;CSOlaw;9;Legal framework and guidelines;45;bool;Existe-t-il une base juridique pour le contrôle des performances des DOs (loi) ?;Existe-t-il une base juridique pour le contrôle des performances des DOs (loi) ?;Non$Oui
101;impREG;9;Legal framework and guidelines;46;bool;Existe-t-il une règlementation juridiquement contraignante ?;Existe-t-il une règlementation juridiquement contraignante ?;Non$Oui
102;TSguide;9;Legal framework and guidelines;47;bool;Existe-t-il des normes techniques et des lignes directrices ?;Existe-t-il des normes techniques et des lignes directrices ?;Non$Oui
103;REGapply;9;Legal framework and guidelines;48;bool;Les réglementations existantes sont-elles appliquées par l'opérateur ?;Les réglementations existantes sont-elles appliquées par l'opérateur ?;Non$Oui
104;REGenf;9;Legal framework and guidelines;49;bool;Les réglementations existantes sont-elles appliquées par tous les acteurs ?;Les réglementations existantes sont-elles appliquées par tous les acteurs ?;Non$Oui
105;CSOreg[SQ001];9;Legal framework and guidelines;50;multiselect;Comment les rejets des DO sont-ils réglementés sur votre territoire ? [Transfert du flux vers la STEP];Comment les rejets des DO sont-ils réglementés sur votre territoire ? ;Transfert du flux vers la STEP
106;CSOreg[SQ002];9;Legal framework and guidelines;50;multiselect;Comment les rejets des DO sont-ils réglementés sur votre territoire ? [Fréquence des déversements];Comment les rejets des DO sont-ils réglementés sur votre territoire ? ;Fréquence des déversements
107;CSOreg[SQ003];9;Legal framework and guidelines;50;multiselect;Comment les rejets des DO sont-ils réglementés sur votre territoire ? [Volume des déversements];Comment les rejets des DO sont-ils réglementés sur votre territoire ? ;Volume des déversements
108;CSOreg[SQ004];9;Legal framework and guidelines;50;multiselect;Comment les rejets des DO sont-ils réglementés sur votre territoire ? [Impacts sur l'eau];Comment les rejets des DO sont-ils réglementés sur votre territoire ? ;Impacts sur l'eau
109;CSOreg[other];9;Legal framework and guidelines;50;multiselect_text;Comment les rejets des DO sont-ils réglementés sur votre territoire ? [Autre];Comment les rejets des DO sont-ils réglementés sur votre territoire ? ;Autre
110;CSOmonit[1];10;Future improvements;51;rank_text;Selon vous, qu'est-ce qui pourrait contribuer à promouvoir le suivi des DOs?  Veuillez sélectionner 3 des suggestions énumérées et les classer selon vos priorités (1ère, 2ème et 3ème priorité). Vous avez également la possibilité de faire votre propre proposition. [Classement 1];Selon vous, qu'est-ce qui pourrait contribuer à promouvoir le suivi des DOs?  Veuillez sélectionner 3 des suggestions énumérées et les classer selon vos priorités (1ère, 2ème et 3ème priorité). Vous avez également la possibilité de faire votre propre proposition. ;Classement 1
111;CSOmonit[2];10;Future improvements;51;rank_text;Selon vous, qu'est-ce qui pourrait contribuer à promouvoir le suivi des DOs?  Veuillez sélectionner 3 des suggestions énumérées et les classer selon vos priorités (1ère, 2ème et 3ème priorité). Vous avez également la possibilité de faire votre propre proposition. [Classement 2];Selon vous, qu'est-ce qui pourrait contribuer à promouvoir le suivi des DOs?  Veuillez sélectionner 3 des suggestions énumérées et les classer selon vos priorités (1ère, 2ème et 3ème priorité). Vous avez également la possibilité de faire votre propre proposition. ;Classement 2
112;CSOmonit[3];10;Future improvements;51;rank_text;Selon vous, qu'est-ce qui pourrait contribuer à promouvoir le suivi des DOs?  Veuillez sélectionner 3 des suggestions énumérées et les classer selon vos priorités (1ère, 2ème et 3ème priorité). Vous avez également la possibilité de faire votre propre proposition. [Classement 3];Selon vous, qu'est-ce qui pourrait contribuer à promouvoir le suivi des DOs?  Veuillez sélectionner 3 des suggestions énumérées et les classer selon vos priorités (1ère, 2ème et 3ème priorité). Vous avez également la possibilité de faire votre propre proposition. ;Classement 3
113;CSOmonit[4];10;Future improvements;51;rank_text;Selon vous, qu'est-ce qui pourrait contribuer à promouvoir le suivi des DOs?  Veuillez sélectionner 3 des suggestions énumérées et les classer selon vos priorités (1ère, 2ème et 3ème priorité). Vous avez également la possibilité de faire votre propre proposition. [Classement 4];Selon vous, qu'est-ce qui pourrait contribuer à promouvoir le suivi des DOs?  Veuillez sélectionner 3 des suggestions énumérées et les classer selon vos priorités (1ère, 2ème et 3ème priorité). Vous avez également la possibilité de faire votre propre proposition. ;Classement 4
114;CSOmonit[5];10;Future improvements;51;rank_text;Selon vous, qu'est-ce qui pourrait contribuer à promouvoir le suivi des DOs?  Veuillez sélectionner 3 des suggestions énumérées et les classer selon vos priorités (1ère, 2ème et 3ème priorité). Vous avez également la possibilité de faire votre propre proposition. [Classement 5];Selon vous, qu'est-ce qui pourrait contribuer à promouvoir le suivi des DOs?  Veuillez sélectionner 3 des suggestions énumérées et les classer selon vos priorités (1ère, 2ème et 3ème priorité). Vous avez également la possibilité de faire votre propre proposition. ;Classement 5
115;CSOmonit[6];10;Future improvements;51;rank_text;Selon vous, qu'est-ce qui pourrait contribuer à promouvoir le suivi des DOs?  Veuillez sélectionner 3 des suggestions énumérées et les classer selon vos priorités (1ère, 2ème et 3ème priorité). Vous avez également la possibilité de faire votre propre proposition. [Classement 6];Selon vous, qu'est-ce qui pourrait contribuer à promouvoir le suivi des DOs?  Veuillez sélectionner 3 des suggestions énumérées et les classer selon vos priorités (1ère, 2ème et 3ème priorité). Vous avez également la possibilité de faire votre propre proposition. ;Classement 6
116;CSOmonit[7];10;Future improvements;51;rank_text;Selon vous, qu'est-ce qui pourrait contribuer à promouvoir le suivi des DOs?  Veuillez sélectionner 3 des suggestions énumérées et les classer selon vos priorités (1ère, 2ème et 3ème priorité). Vous avez également la possibilité de faire votre propre proposition. [Classement 7];Selon vous, qu'est-ce qui pourrait contribuer à promouvoir le suivi des DOs?  Veuillez sélectionner 3 des suggestions énumérées et les classer selon vos priorités (1ère, 2ème et 3ème priorité). Vous avez également la possibilité de faire votre propre proposition. ;Classement 7
117;CSOmonit[8];10;Future improvements;51;rank_text;Selon vous, qu'est-ce qui pourrait contribuer à promouvoir le suivi des DOs?  Veuillez sélectionner 3 des suggestions énumérées et les classer selon vos priorités (1ère, 2ème et 3ème priorité). Vous avez également la possibilité de faire votre propre proposition. [Classement 8];Selon vous, qu'est-ce qui pourrait contribuer à promouvoir le suivi des DOs?  Veuillez sélectionner 3 des suggestions énumérées et les classer selon vos priorités (1ère, 2ème et 3ème priorité). Vous avez également la possibilité de faire votre propre proposition. ;Classement 8
118;CSOmonit[9];10;Future improvements;51;rank_text;Selon vous, qu'est-ce qui pourrait contribuer à promouvoir le suivi des DOs?  Veuillez sélectionner 3 des suggestions énumérées et les classer selon vos priorités (1ère, 2ème et 3ème priorité). Vous avez également la possibilité de faire votre propre proposition. [Classement 9];Selon vous, qu'est-ce qui pourrait contribuer à promouvoir le suivi des DOs?  Veuillez sélectionner 3 des suggestions énumérées et les classer selon vos priorités (1ère, 2ème et 3ème priorité). Vous avez également la possibilité de faire votre propre proposition. ;Classement 9
119;CSOmonit[10];10;Future improvements;51;rank_text;Selon vous, qu'est-ce qui pourrait contribuer à promouvoir le suivi des DOs?  Veuillez sélectionner 3 des suggestions énumérées et les classer selon vos priorités (1ère, 2ème et 3ème priorité). Vous avez également la possibilité de faire votre propre proposition. [Classement 10];Selon vous, qu'est-ce qui pourrait contribuer à promouvoir le suivi des DOs?  Veuillez sélectionner 3 des suggestions énumérées et les classer selon vos priorités (1ère, 2ème et 3ème priorité). Vous avez également la possibilité de faire votre propre proposition. ;Classement 10
120;CSOmonit[11];10;Future improvements;51;rank_text;Selon vous, qu'est-ce qui pourrait contribuer à promouvoir le suivi des DOs?  Veuillez sélectionner 3 des suggestions énumérées et les classer selon vos priorités (1ère, 2ème et 3ème priorité). Vous avez également la possibilité de faire votre propre proposition. [Classement 11];Selon vous, qu'est-ce qui pourrait contribuer à promouvoir le suivi des DOs?  Veuillez sélectionner 3 des suggestions énumérées et les classer selon vos priorités (1ère, 2ème et 3ème priorité). Vous avez également la possibilité de faire votre propre proposition. ;Classement 11
121;CSOmonit[12];10;Future improvements;51;rank_text;Selon vous, qu'est-ce qui pourrait contribuer à promouvoir le suivi des DOs?  Veuillez sélectionner 3 des suggestions énumérées et les classer selon vos priorités (1ère, 2ème et 3ème priorité). Vous avez également la possibilité de faire votre propre proposition. [Classement 12];Selon vous, qu'est-ce qui pourrait contribuer à promouvoir le suivi des DOs?  Veuillez sélectionner 3 des suggestions énumérées et les classer selon vos priorités (1ère, 2ème et 3ème priorité). Vous avez également la possibilité de faire votre propre proposition. ;Classement 12
122;CSOownprop;10;Future improvements;52;text;Rédigez votre proposition pour la question :  Selon vous, qu'est-ce qui pourrait contribuer à promouvoir le suivi des DOs ?;Rédigez votre proposition pour la question :  Selon vous, qu'est-ce qui pourrait contribuer à promouvoir le suivi des DOs ?;
123;UDfeed;10;Future improvements;53;text;Avez-vous d'autres commentaires ou idées sur le thème « Protection des milieus par la réduction des rejets urbains de temps de pluie - Organisation de l'assainissement pluvial urbain » ou sur notre questionnaire ?;Avez-vous d'autres commentaires ou idées sur le thème « Protection des milieus par la réduction des rejets urbains de temps de pluie - Organisation de l'assainissement pluvial urbain » ou sur notre questionnaire ?;
124;CIsurvey[SQ001];11;Interest in Co-UDLabs;54;text;Vous pouvez éventuellement indiquer vos coordonnées. Vous nous donnez ainsi la possibilité de répondre à vos questions. Nous nous ferons également un plaisir de vous informer des résultats de l'enquête par courrier électronique [Prenom:];Vous pouvez éventuellement indiquer vos coordonnées. Vous nous donnez ainsi la possibilité de répondre à vos questions. Nous nous ferons également un plaisir de vous informer des résultats de l'enquête par courrier électronique ;Prenom:
125;CIsurvey[SQ002];11;Interest in Co-UDLabs;54;text;Vous pouvez éventuellement indiquer vos coordonnées. Vous nous donnez ainsi la possibilité de répondre à vos questions. Nous nous ferons également un plaisir de vous informer des résultats de l'enquête par courrier électronique [Nom:];Vous pouvez éventuellement indiquer vos coordonnées. Vous nous donnez ainsi la possibilité de répondre à vos questions. Nous nous ferons également un plaisir de vous informer des résultats de l'enquête par courrier électronique ;Nom:
126;CIsurvey[SQ003];11;Interest in Co-UDLabs;54;text;Vous pouvez éventuellement indiquer vos coordonnées. Vous nous donnez ainsi la possibilité de répondre à vos questions. Nous nous ferons également un plaisir de vous informer des résultats de l'enquête par courrier électronique [Nom de l'association des eaux usées :];Vous pouvez éventuellement indiquer vos coordonnées. Vous nous donnez ainsi la possibilité de répondre à vos questions. Nous nous ferons également un plaisir de vous informer des résultats de l'enquête par courrier électronique ;Nom de l'association des eaux usées :
127;CIsurvey[SQ004];11;Interest in Co-UDLabs;54;text;Vous pouvez éventuellement indiquer vos coordonnées. Vous nous donnez ainsi la possibilité de répondre à vos questions. Nous nous ferons également un plaisir de vous informer des résultats de l'enquête par courrier électronique [e-mail:];Vous pouvez éventuellement indiquer vos coordonnées. Vous nous donnez ainsi la possibilité de répondre à vos questions. Nous nous ferons également un plaisir de vous informer des résultats de l'enquête par courrier électronique ;e-mail:
128;CIsurvey[SQ005];11;Interest in Co-UDLabs;54;text;Vous pouvez éventuellement indiquer vos coordonnées. Vous nous donnez ainsi la possibilité de répondre à vos questions. Nous nous ferons également un plaisir de vous informer des résultats de l'enquête par courrier électronique [Téléphone:];Vous pouvez éventuellement indiquer vos coordonnées. Vous nous donnez ainsi la possibilité de répondre à vos questions. Nous nous ferons également un plaisir de vous informer des résultats de l'enquête par courrier électronique ;Téléphone:
129;COUDapply[SQ001];11;Interest in Co-UDLabs;55;multiselect;Vous pouvez vous inscrire pour faire partie d'un groupe d'utilisateurs précoces de Co-UDLabs, composé d'entreprises de services publics innovantes [Je veux faire partie du groupe d'utilisateurs précoces des services publics innovants];Vous pouvez vous inscrire pour faire partie d'un groupe d'utilisateurs précoces de Co-UDLabs, composé d'entreprises de services publics innovantes ;Je veux faire partie du groupe d'utilisateurs précoces des services publics innovants
130;COUDapply[SQ002];11;Interest in Co-UDLabs;55;multiselect;Vous pouvez vous inscrire pour faire partie d'un groupe d'utilisateurs précoces de Co-UDLabs, composé d'entreprises de services publics innovantes [N'hésitez pas à me contacter pour obtenir des informations sur d'autres actions de mise en œuvre, discuter de suggestions politiques, évaluer les développements scientifiques, etc.];Vous pouvez vous inscrire pour faire partie d'un groupe d'utilisateurs précoces de Co-UDLabs, composé d'entreprises de services publics innovantes ;N'hésitez pas à me contacter pour obtenir des informations sur d'autres actions de mise en œuvre, discuter de suggestions politiques, évaluer les développements scientifiques, etc.
131;interviewtime;0;Metadata;56;;Temps total :;Temps total :;
132;groupTime3815;0;Metadata;56;;Durée pour le groupe : Informations générales;Durée pour le groupe : Informations générales;
133;yearTime;0;Metadata;56;;Durée pour la question: year;Durée pour la question: year;
134;NemployeesTime;0;Metadata;56;;Durée pour la question: Nemployees;Durée pour la question: Nemployees;
135;NcommunitiesTime;0;Metadata;56;;Durée pour la question: Ncommunities;Durée pour la question: Ncommunities;
136;managementTime;0;Metadata;56;;Durée pour la question: management;Durée pour la question: management;
137;freeINDandDECTime;0;Metadata;56;;Durée pour la question: freeINDandDEC;Durée pour la question: freeINDandDEC;
138;freeFINandGOVTime;0;Metadata;56;;Durée pour la question: freeFINandGOV;Durée pour la question: freeFINandGOV;
139;AREAtotalTime;0;Metadata;56;;Durée pour la question: AREAtotal;Durée pour la question: AREAtotal;
140;AREAredTime;0;Metadata;56;;Durée pour la question: AREAred;Durée pour la question: AREAred;
141;facilitiesTime;0;Metadata;56;;Durée pour la question: facilities;Durée pour la question: facilities;
142;groupTime3816;0;Metadata;56;;Durée pour le groupe : Éléments de l'infrastructure réseau;Durée pour le groupe : Éléments de l'infrastructure réseau;
143;NCSOsTime;0;Metadata;56;;Durée pour la question: NCSOs;Durée pour la question: NCSOs;
144;CSOrehabTime;0;Metadata;56;;Durée pour la question: CSOrehab;Durée pour la question: CSOrehab;
145;CSOinvestTime;0;Metadata;56;;Durée pour la question: CSOinvest;Durée pour la question: CSOinvest;
146;NpumpstatTime;0;Metadata;56;;Durée pour la question: Npumpstat;Durée pour la question: Npumpstat;
147;groupTime3817;0;Metadata;56;;Durée pour le groupe : Technologies de surveillance pour les DO;Durée pour le groupe : Technologies de surveillance pour les DO;
148;MvarCSOTime;0;Metadata;56;;Durée pour la question: MvarCSO;Durée pour la question: MvarCSO;
149;NinstrumCSOTime;0;Metadata;56;;Durée pour la question: NinstrumCSO;Durée pour la question: NinstrumCSO;
150;NpluviomTime;0;Metadata;56;;Durée pour la question: Npluviom;Durée pour la question: Npluviom;
151;groupTime3818;0;Metadata;56;;Durée pour le groupe : Transmission et gestion de données;Durée pour le groupe : Transmission et gestion de données;
152;WLmeasTime;0;Metadata;56;;Durée pour la question: WLmeas;Durée pour la question: WLmeas;
153;WLplantsTime;0;Metadata;56;;Durée pour la question: WLplants;Durée pour la question: WLplants;
154;WLassessTime;0;Metadata;56;;Durée pour la question: WLassess;Durée pour la question: WLassess;
155;WLdataQltyTime;0;Metadata;56;;Durée pour la question: WLdataQlty;Durée pour la question: WLdataQlty;
156;WLdataQLTYbadTime;0;Metadata;56;;Durée pour la question: WLdataQLTYbad;Durée pour la question: WLdataQLTYbad;
157;WQproblm2Time;0;Metadata;56;;Durée pour la question: WQproblm2;Durée pour la question: WQproblm2;
158;ORGshareTime;0;Metadata;56;;Durée pour la question: ORGshare;Durée pour la question: ORGshare;
159;groupTime3821;0;Metadata;56;;Durée pour le groupe : Valeur ajoutée grâce à l'utilisation de techniques de mesure;Durée pour le groupe : Valeur ajoutée grâce à l'utilisation de techniques de mesure;
160;MTavailTime;0;Metadata;56;;Durée pour la question: MTavail;Durée pour la question: MTavail;
161;METexTime;0;Metadata;56;;Durée pour la question: METex;Durée pour la question: METex;
162;METobstTime;0;Metadata;56;;Durée pour la question: METobst;Durée pour la question: METobst;
163;MEASplantsTime;0;Metadata;56;;Durée pour la question: MEASplants;Durée pour la question: MEASplants;
164;MEuncTime;0;Metadata;56;;Durée pour la question: MEunc;Durée pour la question: MEunc;
165;groupTime3822;0;Metadata;56;;Durée pour le groupe : Collaboration avec l'autorité de conformité;Durée pour le groupe : Collaboration avec l'autorité de conformité;
166;IntDrainPlanTime;0;Metadata;56;;Durée pour la question: IntDrainPlan;Durée pour la question: IntDrainPlan;
167;IDPyearTime;0;Metadata;56;;Durée pour la question: IDPyear;Durée pour la question: IDPyear;
168;IDPrevTime;0;Metadata;56;;Durée pour la question: IDPrev;Durée pour la question: IDPrev;
169;ORGcoopUDTime;0;Metadata;56;;Durée pour la question: ORGcoopUD;Durée pour la question: ORGcoopUD;
170;groupTime3823;0;Metadata;56;;Durée pour le groupe : Formation supplémentaire / Compétence professionnelle;Durée pour le groupe : Formation supplémentaire / Compétence professionnelle;
171;EMPeventTime;0;Metadata;56;;Durée pour la question: EMPevent;Durée pour la question: EMPevent;
172;groupTime3824;0;Metadata;56;;Durée pour le groupe : Attitude personnelle des dirigeants;Durée pour le groupe : Attitude personnelle des dirigeants;
173;MEAStpTime;0;Metadata;56;;Durée pour la question: MEAStp;Durée pour la question: MEAStp;
174;woWWTPTime;0;Metadata;56;;Durée pour la question: woWWTP;Durée pour la question: woWWTP;
175;SSvisionTime;0;Metadata;56;;Durée pour la question: SSvision;Durée pour la question: SSvision;
176;CSOpublicTime;0;Metadata;56;;Durée pour la question: CSOpublic;Durée pour la question: CSOpublic;
177;groupTime3825;0;Metadata;56;;Durée pour le groupe : Cadre juridique et directives;Durée pour le groupe : Cadre juridique et directives;
178;CSOlawTime;0;Metadata;56;;Durée pour la question: CSOlaw;Durée pour la question: CSOlaw;
179;impREGTime;0;Metadata;56;;Durée pour la question: impREG;Durée pour la question: impREG;
180;TSguideTime;0;Metadata;56;;Durée pour la question: TSguide;Durée pour la question: TSguide;
181;REGapplyTime;0;Metadata;56;;Durée pour la question: REGapply;Durée pour la question: REGapply;
182;REGenfTime;0;Metadata;56;;Durée pour la question: REGenf;Durée pour la question: REGenf;
183;CSOregTime;0;Metadata;56;;Durée pour la question: CSOreg;Durée pour la question: CSOreg;
184;groupTime3826;0;Metadata;56;;Durée pour le groupe : Améliorations à venir;Durée pour le groupe : Améliorations à venir;
185;CSOmonitTime;0;Metadata;56;;Durée pour la question: CSOmonit;Durée pour la question: CSOmonit;
186;CSOownpropTime;0;Metadata;56;;Durée pour la question: CSOownprop;Durée pour la question: CSOownprop;
187;UDfeedTime;0;Metadata;56;;Durée pour la question: UDfeed;Durée pour la question: UDfeed;
188;groupTime3827;0;Metadata;56;;Durée pour le groupe : Intérêt pour les Co-UDLabs;Durée pour le groupe : Intérêt pour les Co-UDLabs;
189;CIsurveyTime;0;Metadata;56;;Durée pour la question: CIsurvey;Durée pour la question: CIsurvey;
190;COUDapplyTime;0;Metadata;56;;Durée pour la question: COUDapply;Durée pour la question: COUDapply;
