;Code;Group_ID;Group;Question_ID;QuestionType;Question;ShortQuestion;Answers
92;EMPevent;7;Further education/ Professional competence;40;bool;Hebben medewerkers van uw organisatie in het afgelopen jaar deelgenomen aan een van de volgende professionele evenementen?   	Vakbeurs (bijv. IFAT) 	Nationale verenigingsbijeenkomst (Bijeenkomst van de nationale belangengroepen voor Stedelijke Afwatering, Waterlichamen, Afvalwater of Riolering) 	Nationale conferentie over stedelijke afwatering 	Evenement van het regulerend orgaan op het gebied van stedelijke afwatering 	Klantevenement van een technisch adviesbureau 	Klantevenement van een bedrijf gerelateerd aan meettechnologie of automatisering;Hebben medewerkers van uw organisatie in het afgelopen jaar deelgenomen aan een van de volgende professionele evenementen?   	Vakbeurs (bijv. IFAT) 	Nationale verenigingsbijeenkomst (Bijeenkomst van de nationale belangengroepen voor Stedelijke Afwatering, Waterlichamen, Afvalwater of Riolering) 	Nationale conferentie over stedelijke afwatering 	Evenement van het regulerend orgaan op het gebied van stedelijke afwatering 	Klantevenement van een technisch adviesbureau 	Klantevenement van een bedrijf gerelateerd aan meettechnologie of automatisering;Ja$Nee
93;MEAStp;8;Personal attitude of management;41;singleselect;Heeft uw organisatie al een derde partij (bijv. een elektrotechnisch of technisch adviseur) opdracht gegeven om het onderhoud van de meettechnologie (bijv. regelmatige reiniging en kalibratie van meetinstrumenten) of de evaluatie van meetgegevens uit te voeren?;Heeft uw organisatie al een derde partij (bijv. een elektrotechnisch of technisch adviseur) opdracht gegeven om het onderhoud van de meettechnologie (bijv. regelmatige reiniging en kalibratie van meetinstrumenten) of de evaluatie van meetgegevens uit te voeren?;Ja, zowel voor het onderhoud van de meettechnologie als voor de evaluatie van de meetgegevens$Ja, voor de evaluatie van de meetgegevens$Ja, voor het onderhoud van de meetapparatuur$Nee, geen van beide
94;woWWTP;8;Personal attitude of management;42;singleselect;Do you think it makes sense for the wastewater operator to operate both the WWTP and all urban drainage systems in the long term? ;Do you think it makes sense for the wastewater operator to operate both the WWTP and all urban drainage systems in the long term? ;Nee$Overige$Ja, het is zinvol om alle regenwatersystemen en het bovenstedelijk rioolstelsel (als regel zijn dat persleidingen en eindgemalen) binnen een organsiatie te beheren.$Ja, het is zinvol om alle regenwatersystemen en het gehele rioleringsstelsel in het gebied van de vereniging over te nemen$Ja, het is zinvol om alle stedelijke afwateringsactiva in een organisatie te beheren
95;woWWTP[other];8;Personal attitude of management;42;singleselect_text;Do you think it makes sense for the wastewater operator to operate both the WWTP and all urban drainage systems in the long term?  [Overige];Do you think it makes sense for the wastewater operator to operate both the WWTP and all urban drainage systems in the long term?  ;Overige
96;SSvision;8;Personal attitude of management;43;singleselect;"Een mogelijke visie voor de toekomst:  ""Regenwatersystemen en rioleringen zijn uitgerust met een dicht netwerk van sensoren. De meetsignalen worden live naar een besturingssysteem verzonden via een landelijk draadloos netwerk, automatisch gecontroleerd, geëvalueerd en gearchiveerd. Deze permanente monitoring van de systemen wordt mogelijk gemaakt door de voortschrijdende technologische ontwikkeling op het gebied van communicatie-, besturings- en automatiseringstechnologie.""  Wat vindt u persoonlijk van de beschreven visie?";"Een mogelijke visie voor de toekomst:  ""Regenwatersystemen en rioleringen zijn uitgerust met een dicht netwerk van sensoren. De meetsignalen worden live naar een besturingssysteem verzonden via een landelijk draadloos netwerk, automatisch gecontroleerd, geëvalueerd en gearchiveerd. Deze permanente monitoring van de systemen wordt mogelijk gemaakt door de voortschrijdende technologische ontwikkeling op het gebied van communicatie-, besturings- en automatiseringstechnologie.""  Wat vindt u persoonlijk van de beschreven visie?";Ik wijs deze visie af omdat ik niet veel zie in het gebruik van dergelijke moderne technologieën voor de activa van onze afvalwaterassociatie$Ik ben voor deze visie en sta in het algemeen open voor het gebruik van dergelijke moderne technologieën voor de faciliteiten van onze organisatie$Ik steun deze visie onder de volgende voorwaarde(n):
97;SSvision[comment];8;Personal attitude of management;43;text;"Een mogelijke visie voor de toekomst:  ""Regenwatersystemen en rioleringen zijn uitgerust met een dicht netwerk van sensoren. De meetsignalen worden live naar een besturingssysteem verzonden via een landelijk draadloos netwerk, automatisch gecontroleerd, geëvalueerd en gearchiveerd. Deze permanente monitoring van de systemen wordt mogelijk gemaakt door de voortschrijdende technologische ontwikkeling op het gebied van communicatie-, besturings- en automatiseringstechnologie.""  Wat vindt u persoonlijk van de beschreven visie? [Opmerking]";"Een mogelijke visie voor de toekomst:  ""Regenwatersystemen en rioleringen zijn uitgerust met een dicht netwerk van sensoren. De meetsignalen worden live naar een besturingssysteem verzonden via een landelijk draadloos netwerk, automatisch gecontroleerd, geëvalueerd en gearchiveerd. Deze permanente monitoring van de systemen wordt mogelijk gemaakt door de voortschrijdende technologische ontwikkeling op het gebied van communicatie-, besturings- en automatiseringstechnologie.""  Wat vindt u persoonlijk van de beschreven visie? ";Opmerking
98;CSOpublic;8;Personal attitude of management;44;singleselect;"Een andere mogelijke toekomstvisie:  ""In de toekomst worden monitoringsgegevens van gemengde overstorten openbaar gemaakt op een transparant en gemakkelijk toegankelijk platform dat gemeenschappen en belanghebbenden voorziet van realtime informatie over rioleringssystemen en hun impact op het milieu. Door gegevens over rioleringsinfrastructuur, prestaties en onderhoud openlijk te delen, streven we naar bevordering van samenwerking, innovatie en geïnformeerde besluitvorming, uiteindelijk ter verbetering van de efficiëntie, duurzaamheid en veerkracht van ons afvalwatersysteem.""  Wat vindt u persoonlijk van de beschreven visie?";"Een andere mogelijke toekomstvisie:  ""In de toekomst worden monitoringsgegevens van gemengde overstorten openbaar gemaakt op een transparant en gemakkelijk toegankelijk platform dat gemeenschappen en belanghebbenden voorziet van realtime informatie over rioleringssystemen en hun impact op het milieu. Door gegevens over rioleringsinfrastructuur, prestaties en onderhoud openlijk te delen, streven we naar bevordering van samenwerking, innovatie en geïnformeerde besluitvorming, uiteindelijk ter verbetering van de efficiëntie, duurzaamheid en veerkracht van ons afvalwatersysteem.""  Wat vindt u persoonlijk van de beschreven visie?";Ik wijs deze visie af omdat ik vind dat gegevens van afvalwaterinfrastructuur niet openbaar beschikbaar moeten zijn$Ik ben het eens met deze visie, omdat ik over het algemeen vind dat transparantie de effectiviteit verbetert en innovatie bevordert$Ik steun deze visie onder de volgende voorwaarde(n):
99;CSOpublic[comment];8;Personal attitude of management;44;text;"Een andere mogelijke toekomstvisie:  ""In de toekomst worden monitoringsgegevens van gemengde overstorten openbaar gemaakt op een transparant en gemakkelijk toegankelijk platform dat gemeenschappen en belanghebbenden voorziet van realtime informatie over rioleringssystemen en hun impact op het milieu. Door gegevens over rioleringsinfrastructuur, prestaties en onderhoud openlijk te delen, streven we naar bevordering van samenwerking, innovatie en geïnformeerde besluitvorming, uiteindelijk ter verbetering van de efficiëntie, duurzaamheid en veerkracht van ons afvalwatersysteem.""  Wat vindt u persoonlijk van de beschreven visie? [Opmerking]";"Een andere mogelijke toekomstvisie:  ""In de toekomst worden monitoringsgegevens van gemengde overstorten openbaar gemaakt op een transparant en gemakkelijk toegankelijk platform dat gemeenschappen en belanghebbenden voorziet van realtime informatie over rioleringssystemen en hun impact op het milieu. Door gegevens over rioleringsinfrastructuur, prestaties en onderhoud openlijk te delen, streven we naar bevordering van samenwerking, innovatie en geïnformeerde besluitvorming, uiteindelijk ter verbetering van de efficiëntie, duurzaamheid en veerkracht van ons afvalwatersysteem.""  Wat vindt u persoonlijk van de beschreven visie? ";Opmerking
100;CSOlaw;9;Legal framework and guidelines;45;bool;Is er een juridische basis voor de prestatiebewaking van gemengde riooloverstorten (wet)?;Is er een juridische basis voor de prestatiebewaking van gemengde riooloverstorten (wet)?;Ja$Nee
101;impREG;9;Legal framework and guidelines;46;bool;Is er een juridisch bindende uitvoeringsverordening/regelgeving beschikbaar?;Is er een juridisch bindende uitvoeringsverordening/regelgeving beschikbaar?;Ja$Nee
102;TSguide;9;Legal framework and guidelines;47;bool;Zijn er technische normen en richtlijnen beschikbaar?;Zijn er technische normen en richtlijnen beschikbaar?;Ja$Nee
103;REGapply;9;Legal framework and guidelines;48;bool;Worden de bestaande regelgevingen toegepast door de exploitant?;Worden de bestaande regelgevingen toegepast door de exploitant?;Ja$Nee
104;REGenf;9;Legal framework and guidelines;49;bool;Worden de bestaande regelgevingen door alle actoren gehandhaafd?;Worden de bestaande regelgevingen door alle actoren gehandhaafd?;Ja$Nee
105;CSOreg[SQ001];9;Legal framework and guidelines;50;multiselect;Hoe worden bestaande gemengde riooloverstorten gereguleerd? [Beperking van de belasting van de RWI];Hoe worden bestaande gemengde riooloverstorten gereguleerd? ;Beperking van de belasting van de RWI
106;CSOreg[SQ002];9;Legal framework and guidelines;50;multiselect;Hoe worden bestaande gemengde riooloverstorten gereguleerd? [Lozingsfrequentie];Hoe worden bestaande gemengde riooloverstorten gereguleerd? ;Lozingsfrequentie
107;CSOreg[SQ003];9;Legal framework and guidelines;50;multiselect;Hoe worden bestaande gemengde riooloverstorten gereguleerd? [Lozingsvolume];Hoe worden bestaande gemengde riooloverstorten gereguleerd? ;Lozingsvolume
108;CSOreg[SQ004];9;Legal framework and guidelines;50;multiselect;Hoe worden bestaande gemengde riooloverstorten gereguleerd? [Effect op het ontvangende oppervlaktewater];Hoe worden bestaande gemengde riooloverstorten gereguleerd? ;Effect op het ontvangende oppervlaktewater
109;CSOreg[other];9;Legal framework and guidelines;50;multiselect_text;Hoe worden bestaande gemengde riooloverstorten gereguleerd? [Overige];Hoe worden bestaande gemengde riooloverstorten gereguleerd? ;Overige
110;CSOmonit[1];10;Future improvements;51;rank_text;Wat denkt u dat zou kunnen helpen bij het bevorderen van de monitoring van gemengde riooloverstorten?  Selecteer 3 van de genoemde suggesties en wijs deze toe volgens uw prioriteiten (1e, 2e en 3e prioriteit). U heeft ook de mogelijkheid om uw eigen voorstel te doen. [Rang 1];Wat denkt u dat zou kunnen helpen bij het bevorderen van de monitoring van gemengde riooloverstorten?  Selecteer 3 van de genoemde suggesties en wijs deze toe volgens uw prioriteiten (1e, 2e en 3e prioriteit). U heeft ook de mogelijkheid om uw eigen voorstel te doen. ;Rang 1
111;CSOmonit[2];10;Future improvements;51;rank_text;Wat denkt u dat zou kunnen helpen bij het bevorderen van de monitoring van gemengde riooloverstorten?  Selecteer 3 van de genoemde suggesties en wijs deze toe volgens uw prioriteiten (1e, 2e en 3e prioriteit). U heeft ook de mogelijkheid om uw eigen voorstel te doen. [Rang 2];Wat denkt u dat zou kunnen helpen bij het bevorderen van de monitoring van gemengde riooloverstorten?  Selecteer 3 van de genoemde suggesties en wijs deze toe volgens uw prioriteiten (1e, 2e en 3e prioriteit). U heeft ook de mogelijkheid om uw eigen voorstel te doen. ;Rang 2
112;CSOmonit[3];10;Future improvements;51;rank_text;Wat denkt u dat zou kunnen helpen bij het bevorderen van de monitoring van gemengde riooloverstorten?  Selecteer 3 van de genoemde suggesties en wijs deze toe volgens uw prioriteiten (1e, 2e en 3e prioriteit). U heeft ook de mogelijkheid om uw eigen voorstel te doen. [Rang 3];Wat denkt u dat zou kunnen helpen bij het bevorderen van de monitoring van gemengde riooloverstorten?  Selecteer 3 van de genoemde suggesties en wijs deze toe volgens uw prioriteiten (1e, 2e en 3e prioriteit). U heeft ook de mogelijkheid om uw eigen voorstel te doen. ;Rang 3
113;CSOmonit[4];10;Future improvements;51;rank_text;Wat denkt u dat zou kunnen helpen bij het bevorderen van de monitoring van gemengde riooloverstorten?  Selecteer 3 van de genoemde suggesties en wijs deze toe volgens uw prioriteiten (1e, 2e en 3e prioriteit). U heeft ook de mogelijkheid om uw eigen voorstel te doen. [Rang 4];Wat denkt u dat zou kunnen helpen bij het bevorderen van de monitoring van gemengde riooloverstorten?  Selecteer 3 van de genoemde suggesties en wijs deze toe volgens uw prioriteiten (1e, 2e en 3e prioriteit). U heeft ook de mogelijkheid om uw eigen voorstel te doen. ;Rang 4
114;CSOmonit[5];10;Future improvements;51;rank_text;Wat denkt u dat zou kunnen helpen bij het bevorderen van de monitoring van gemengde riooloverstorten?  Selecteer 3 van de genoemde suggesties en wijs deze toe volgens uw prioriteiten (1e, 2e en 3e prioriteit). U heeft ook de mogelijkheid om uw eigen voorstel te doen. [Rang 5];Wat denkt u dat zou kunnen helpen bij het bevorderen van de monitoring van gemengde riooloverstorten?  Selecteer 3 van de genoemde suggesties en wijs deze toe volgens uw prioriteiten (1e, 2e en 3e prioriteit). U heeft ook de mogelijkheid om uw eigen voorstel te doen. ;Rang 5
115;CSOmonit[6];10;Future improvements;51;rank_text;Wat denkt u dat zou kunnen helpen bij het bevorderen van de monitoring van gemengde riooloverstorten?  Selecteer 3 van de genoemde suggesties en wijs deze toe volgens uw prioriteiten (1e, 2e en 3e prioriteit). U heeft ook de mogelijkheid om uw eigen voorstel te doen. [Rang 6];Wat denkt u dat zou kunnen helpen bij het bevorderen van de monitoring van gemengde riooloverstorten?  Selecteer 3 van de genoemde suggesties en wijs deze toe volgens uw prioriteiten (1e, 2e en 3e prioriteit). U heeft ook de mogelijkheid om uw eigen voorstel te doen. ;Rang 6
116;CSOmonit[7];10;Future improvements;51;rank_text;Wat denkt u dat zou kunnen helpen bij het bevorderen van de monitoring van gemengde riooloverstorten?  Selecteer 3 van de genoemde suggesties en wijs deze toe volgens uw prioriteiten (1e, 2e en 3e prioriteit). U heeft ook de mogelijkheid om uw eigen voorstel te doen. [Rang 7];Wat denkt u dat zou kunnen helpen bij het bevorderen van de monitoring van gemengde riooloverstorten?  Selecteer 3 van de genoemde suggesties en wijs deze toe volgens uw prioriteiten (1e, 2e en 3e prioriteit). U heeft ook de mogelijkheid om uw eigen voorstel te doen. ;Rang 7
117;CSOmonit[8];10;Future improvements;51;rank_text;Wat denkt u dat zou kunnen helpen bij het bevorderen van de monitoring van gemengde riooloverstorten?  Selecteer 3 van de genoemde suggesties en wijs deze toe volgens uw prioriteiten (1e, 2e en 3e prioriteit). U heeft ook de mogelijkheid om uw eigen voorstel te doen. [Rang 8];Wat denkt u dat zou kunnen helpen bij het bevorderen van de monitoring van gemengde riooloverstorten?  Selecteer 3 van de genoemde suggesties en wijs deze toe volgens uw prioriteiten (1e, 2e en 3e prioriteit). U heeft ook de mogelijkheid om uw eigen voorstel te doen. ;Rang 8
118;CSOmonit[9];10;Future improvements;51;rank_text;Wat denkt u dat zou kunnen helpen bij het bevorderen van de monitoring van gemengde riooloverstorten?  Selecteer 3 van de genoemde suggesties en wijs deze toe volgens uw prioriteiten (1e, 2e en 3e prioriteit). U heeft ook de mogelijkheid om uw eigen voorstel te doen. [Rang 9];Wat denkt u dat zou kunnen helpen bij het bevorderen van de monitoring van gemengde riooloverstorten?  Selecteer 3 van de genoemde suggesties en wijs deze toe volgens uw prioriteiten (1e, 2e en 3e prioriteit). U heeft ook de mogelijkheid om uw eigen voorstel te doen. ;Rang 9
119;CSOmonit[10];10;Future improvements;51;rank_text;Wat denkt u dat zou kunnen helpen bij het bevorderen van de monitoring van gemengde riooloverstorten?  Selecteer 3 van de genoemde suggesties en wijs deze toe volgens uw prioriteiten (1e, 2e en 3e prioriteit). U heeft ook de mogelijkheid om uw eigen voorstel te doen. [Rang 10];Wat denkt u dat zou kunnen helpen bij het bevorderen van de monitoring van gemengde riooloverstorten?  Selecteer 3 van de genoemde suggesties en wijs deze toe volgens uw prioriteiten (1e, 2e en 3e prioriteit). U heeft ook de mogelijkheid om uw eigen voorstel te doen. ;Rang 10
120;CSOmonit[11];10;Future improvements;51;rank_text;Wat denkt u dat zou kunnen helpen bij het bevorderen van de monitoring van gemengde riooloverstorten?  Selecteer 3 van de genoemde suggesties en wijs deze toe volgens uw prioriteiten (1e, 2e en 3e prioriteit). U heeft ook de mogelijkheid om uw eigen voorstel te doen. [Rang 11];Wat denkt u dat zou kunnen helpen bij het bevorderen van de monitoring van gemengde riooloverstorten?  Selecteer 3 van de genoemde suggesties en wijs deze toe volgens uw prioriteiten (1e, 2e en 3e prioriteit). U heeft ook de mogelijkheid om uw eigen voorstel te doen. ;Rang 11
121;CSOmonit[12];10;Future improvements;51;rank_text;Wat denkt u dat zou kunnen helpen bij het bevorderen van de monitoring van gemengde riooloverstorten?  Selecteer 3 van de genoemde suggesties en wijs deze toe volgens uw prioriteiten (1e, 2e en 3e prioriteit). U heeft ook de mogelijkheid om uw eigen voorstel te doen. [Rang 12];Wat denkt u dat zou kunnen helpen bij het bevorderen van de monitoring van gemengde riooloverstorten?  Selecteer 3 van de genoemde suggesties en wijs deze toe volgens uw prioriteiten (1e, 2e en 3e prioriteit). U heeft ook de mogelijkheid om uw eigen voorstel te doen. ;Rang 12
122;CSOownprop;10;Future improvements;52;text;Schrijf uw voorstel voor de vraag:  Wat denkt u dat zou kunnen helpen bij het bevorderen van de monitoring van gemengde riooloverstorten?;Schrijf uw voorstel voor de vraag:  Wat denkt u dat zou kunnen helpen bij het bevorderen van de monitoring van gemengde riooloverstorten?;
123;UDfeed;10;Future improvements;53;text;"Heeft u nog verdere opmerkingen of ideeën over het onderwerp ""Waterbescherming tijdens nat weer - organisatie van stedelijke afwatering"" of over onze vragenlijst?";"Heeft u nog verdere opmerkingen of ideeën over het onderwerp ""Waterbescherming tijdens nat weer - organisatie van stedelijke afwatering"" of over onze vragenlijst?";
124;CIsurvey[SQ001];11;Interest in Co-UDLabs;54;text;U kunt optioneel uw contactgegevens invoeren. Hierdoor geeft u ons de mogelijkheid om om een nadere telichting te vragen. We informeren u ook graag per e-mail over de resultaten van de enquête. [Forename:];U kunt optioneel uw contactgegevens invoeren. Hierdoor geeft u ons de mogelijkheid om om een nadere telichting te vragen. We informeren u ook graag per e-mail over de resultaten van de enquête. ;Forename:
125;CIsurvey[SQ002];11;Interest in Co-UDLabs;54;text;U kunt optioneel uw contactgegevens invoeren. Hierdoor geeft u ons de mogelijkheid om om een nadere telichting te vragen. We informeren u ook graag per e-mail over de resultaten van de enquête. [Surname:];U kunt optioneel uw contactgegevens invoeren. Hierdoor geeft u ons de mogelijkheid om om een nadere telichting te vragen. We informeren u ook graag per e-mail over de resultaten van de enquête. ;Surname:
126;CIsurvey[SQ003];11;Interest in Co-UDLabs;54;text;U kunt optioneel uw contactgegevens invoeren. Hierdoor geeft u ons de mogelijkheid om om een nadere telichting te vragen. We informeren u ook graag per e-mail over de resultaten van de enquête. [Name of the Wastewater Association:];U kunt optioneel uw contactgegevens invoeren. Hierdoor geeft u ons de mogelijkheid om om een nadere telichting te vragen. We informeren u ook graag per e-mail over de resultaten van de enquête. ;Name of the Wastewater Association:
127;CIsurvey[SQ004];11;Interest in Co-UDLabs;54;text;U kunt optioneel uw contactgegevens invoeren. Hierdoor geeft u ons de mogelijkheid om om een nadere telichting te vragen. We informeren u ook graag per e-mail over de resultaten van de enquête. [Email:];U kunt optioneel uw contactgegevens invoeren. Hierdoor geeft u ons de mogelijkheid om om een nadere telichting te vragen. We informeren u ook graag per e-mail over de resultaten van de enquête. ;Email:
128;CIsurvey[SQ005];11;Interest in Co-UDLabs;54;text;U kunt optioneel uw contactgegevens invoeren. Hierdoor geeft u ons de mogelijkheid om om een nadere telichting te vragen. We informeren u ook graag per e-mail over de resultaten van de enquête. [Phone number:];U kunt optioneel uw contactgegevens invoeren. Hierdoor geeft u ons de mogelijkheid om om een nadere telichting te vragen. We informeren u ook graag per e-mail over de resultaten van de enquête. ;Phone number:
129;COUDapply[SQ001];11;Interest in Co-UDLabs;55;multiselect;U kunt zich aanmelden om deel uit te maken van een Co-UDLabs early adopter-groep van innovatieve nutsbedrijven om ervaringen te delen over CSO en gegevensbeheer [Ik wil deelnemen aan de early adopter-groep];U kunt zich aanmelden om deel uit te maken van een Co-UDLabs early adopter-groep van innovatieve nutsbedrijven om ervaringen te delen over CSO en gegevensbeheer ;Ik wil deelnemen aan de early adopter-groep
130;COUDapply[SQ002];11;Interest in Co-UDLabs;55;multiselect;U kunt zich aanmelden om deel uit te maken van een Co-UDLabs early adopter-groep van innovatieve nutsbedrijven om ervaringen te delen over CSO en gegevensbeheer [Neem contact met mij op voor informatie over verdere implementatieacties, om beleidssuggesties te bespreken, wetenschappelijke ontwikkelingen te evalueren, enz.];U kunt zich aanmelden om deel uit te maken van een Co-UDLabs early adopter-groep van innovatieve nutsbedrijven om ervaringen te delen over CSO en gegevensbeheer ;Neem contact met mij op voor informatie over verdere implementatieacties, om beleidssuggesties te bespreken, wetenschappelijke ontwikkelingen te evalueren, enz.
131;interviewtime;0;Metadata;56;;Totaaltijd;Totaaltijd;
132;groupTime3815;0;Metadata;56;;Groepstijd: Algemene informatie;Groepstijd: Algemene informatie;
133;yearTime;0;Metadata;56;;Vraagtijd: year;Vraagtijd: year;
134;NemployeesTime;0;Metadata;56;;Vraagtijd: Nemployees;Vraagtijd: Nemployees;
135;NcommunitiesTime;0;Metadata;56;;Vraagtijd: Ncommunities;Vraagtijd: Ncommunities;
136;managementTime;0;Metadata;56;;Vraagtijd: management;Vraagtijd: management;
137;freeINDandDECTime;0;Metadata;56;;Vraagtijd: freeINDandDEC;Vraagtijd: freeINDandDEC;
138;freeFINandGOVTime;0;Metadata;56;;Vraagtijd: freeFINandGOV;Vraagtijd: freeFINandGOV;
139;AREAtotalTime;0;Metadata;56;;Vraagtijd: AREAtotal;Vraagtijd: AREAtotal;
140;AREAredTime;0;Metadata;56;;Vraagtijd: AREAred;Vraagtijd: AREAred;
141;facilitiesTime;0;Metadata;56;;Vraagtijd: facilities;Vraagtijd: facilities;
142;groupTime3816;0;Metadata;56;;Groepstijd: Elementen van rioolinfrastructuur;Groepstijd: Elementen van rioolinfrastructuur;
143;NCSOsTime;0;Metadata;56;;Vraagtijd: NCSOs;Vraagtijd: NCSOs;
144;CSOrehabTime;0;Metadata;56;;Vraagtijd: CSOrehab;Vraagtijd: CSOrehab;
145;CSOinvestTime;0;Metadata;56;;Vraagtijd: CSOinvest;Vraagtijd: CSOinvest;
146;NpumpstatTime;0;Metadata;56;;Vraagtijd: Npumpstat;Vraagtijd: Npumpstat;
147;groupTime3817;0;Metadata;56;;Groepstijd: Monitoringstechnologie voor riooloverstorten;Groepstijd: Monitoringstechnologie voor riooloverstorten;
148;MvarCSOTime;0;Metadata;56;;Vraagtijd: MvarCSO;Vraagtijd: MvarCSO;
149;NinstrumCSOTime;0;Metadata;56;;Vraagtijd: NinstrumCSO;Vraagtijd: NinstrumCSO;
150;NpluviomTime;0;Metadata;56;;Vraagtijd: Npluviom;Vraagtijd: Npluviom;
151;groupTime3818;0;Metadata;56;;Groepstijd: Gegevensoverdracht en -beheer;Groepstijd: Gegevensoverdracht en -beheer;
152;WLmeasTime;0;Metadata;56;;Vraagtijd: WLmeas;Vraagtijd: WLmeas;
153;WLplantsTime;0;Metadata;56;;Vraagtijd: WLplants;Vraagtijd: WLplants;
154;WLassessTime;0;Metadata;56;;Vraagtijd: WLassess;Vraagtijd: WLassess;
155;WLdataQltyTime;0;Metadata;56;;Vraagtijd: WLdataQlty;Vraagtijd: WLdataQlty;
156;WLdataQLTYbadTime;0;Metadata;56;;Vraagtijd: WLdataQLTYbad;Vraagtijd: WLdataQLTYbad;
157;WQproblm2Time;0;Metadata;56;;Vraagtijd: WQproblm2;Vraagtijd: WQproblm2;
158;ORGshareTime;0;Metadata;56;;Vraagtijd: ORGshare;Vraagtijd: ORGshare;
159;groupTime3821;0;Metadata;56;;Groepstijd: Toegevoegde waarde door het gebruik van meettechnologie;Groepstijd: Toegevoegde waarde door het gebruik van meettechnologie;
160;MTavailTime;0;Metadata;56;;Vraagtijd: MTavail;Vraagtijd: MTavail;
161;METexTime;0;Metadata;56;;Vraagtijd: METex;Vraagtijd: METex;
162;METobstTime;0;Metadata;56;;Vraagtijd: METobst;Vraagtijd: METobst;
163;MEASplantsTime;0;Metadata;56;;Vraagtijd: MEASplants;Vraagtijd: MEASplants;
164;MEuncTime;0;Metadata;56;;Vraagtijd: MEunc;Vraagtijd: MEunc;
165;groupTime3822;0;Metadata;56;;Groepstijd: Samenwerking met het bevoegd gezag;Groepstijd: Samenwerking met het bevoegd gezag;
166;IntDrainPlanTime;0;Metadata;56;;Vraagtijd: IntDrainPlan;Vraagtijd: IntDrainPlan;
167;IDPyearTime;0;Metadata;56;;Vraagtijd: IDPyear;Vraagtijd: IDPyear;
168;IDPrevTime;0;Metadata;56;;Vraagtijd: IDPrev;Vraagtijd: IDPrev;
169;ORGcoopUDTime;0;Metadata;56;;Vraagtijd: ORGcoopUD;Vraagtijd: ORGcoopUD;
170;groupTime3823;0;Metadata;56;;Groepstijd: Verdere opleiding;Groepstijd: Verdere opleiding;
171;EMPeventTime;0;Metadata;56;;Vraagtijd: EMPevent;Vraagtijd: EMPevent;
172;groupTime3824;0;Metadata;56;;Groepstijd: Persoonlijke houding van het management;Groepstijd: Persoonlijke houding van het management;
173;MEAStpTime;0;Metadata;56;;Vraagtijd: MEAStp;Vraagtijd: MEAStp;
174;woWWTPTime;0;Metadata;56;;Vraagtijd: woWWTP;Vraagtijd: woWWTP;
175;SSvisionTime;0;Metadata;56;;Vraagtijd: SSvision;Vraagtijd: SSvision;
176;CSOpublicTime;0;Metadata;56;;Vraagtijd: CSOpublic;Vraagtijd: CSOpublic;
177;groupTime3825;0;Metadata;56;;Groepstijd: Juridisch kader en richtlijnen;Groepstijd: Juridisch kader en richtlijnen;
178;CSOlawTime;0;Metadata;56;;Vraagtijd: CSOlaw;Vraagtijd: CSOlaw;
179;impREGTime;0;Metadata;56;;Vraagtijd: impREG;Vraagtijd: impREG;
180;TSguideTime;0;Metadata;56;;Vraagtijd: TSguide;Vraagtijd: TSguide;
181;REGapplyTime;0;Metadata;56;;Vraagtijd: REGapply;Vraagtijd: REGapply;
182;REGenfTime;0;Metadata;56;;Vraagtijd: REGenf;Vraagtijd: REGenf;
183;CSOregTime;0;Metadata;56;;Vraagtijd: CSOreg;Vraagtijd: CSOreg;
184;groupTime3826;0;Metadata;56;;Groepstijd: Toekomstige verbeteringen;Groepstijd: Toekomstige verbeteringen;
185;CSOmonitTime;0;Metadata;56;;Vraagtijd: CSOmonit;Vraagtijd: CSOmonit;
186;CSOownpropTime;0;Metadata;56;;Vraagtijd: CSOownprop;Vraagtijd: CSOownprop;
187;UDfeedTime;0;Metadata;56;;Vraagtijd: UDfeed;Vraagtijd: UDfeed;
188;groupTime3827;0;Metadata;56;;Groepstijd: Interesse in Co-UDLabs;Groepstijd: Interesse in Co-UDLabs;
189;CIsurveyTime;0;Metadata;56;;Vraagtijd: CIsurvey;Vraagtijd: CIsurvey;
190;COUDapplyTime;0;Metadata;56;;Vraagtijd: COUDapply;Vraagtijd: COUDapply;
