;Code;Group_ID;Group;Question_ID;QuestionType;Question;ShortQuestion;Answers
84;MEASplants[SQ009];5;Added value through the use of measurement technology;34;3multiselect;Warum hat sich Ihr Abwasserverband für den Einsatz von Messtechnik an den Anlagen entschieden? Bitte wählen Sie maximal 3 Hauptgründe aus. [Leistungsüberwachung und Leistungsüberprüfung];Warum hat sich Ihr Abwasserverband für den Einsatz von Messtechnik an den Anlagen entschieden? Bitte wählen Sie maximal 3 Hauptgründe aus. ;Leistungsüberwachung und Leistungsüberprüfung
85;MEASplants[other];5;Added value through the use of measurement technology;34;3multiselect_text;Warum hat sich Ihr Abwasserverband für den Einsatz von Messtechnik an den Anlagen entschieden? Bitte wählen Sie maximal 3 Hauptgründe aus. [Sonstiges];Warum hat sich Ihr Abwasserverband für den Einsatz von Messtechnik an den Anlagen entschieden? Bitte wählen Sie maximal 3 Hauptgründe aus. ;Sonstiges
86;MEunc;5;Added value through the use of measurement technology;35;singleselect;Schätzen Sie die Unsicherheit der erhobenen Monitoringdaten ein? (Typ A: wiederholte Messungen, Typ B: vorhandenes Wissen, Informationen des Sensorherstellers, Fehlerfortpflanzung, etc.);Schätzen Sie die Unsicherheit der erhobenen Monitoringdaten ein? (Typ A: wiederholte Messungen, Typ B: vorhandenes Wissen, Informationen des Sensorherstellers, Fehlerfortpflanzung, etc.);Nein, aber ich würde gerne mehr wissen oder dies in Zukunft tun$Nein, ich glaube nicht, dass das nötig ist$Ja, ich führe Unsicherheitsberechnungen für meine Daten durch
87;MEunc[comment];5;Added value through the use of measurement technology;35;text;Schätzen Sie die Unsicherheit der erhobenen Monitoringdaten ein? (Typ A: wiederholte Messungen, Typ B: vorhandenes Wissen, Informationen des Sensorherstellers, Fehlerfortpflanzung, etc.) [Kommentar];Schätzen Sie die Unsicherheit der erhobenen Monitoringdaten ein? (Typ A: wiederholte Messungen, Typ B: vorhandenes Wissen, Informationen des Sensorherstellers, Fehlerfortpflanzung, etc.) ;Kommentar
88;IntDrainPlan;6;Collaboration with compliance authority;36;bool;Haben Sie einen generellen Entwässerungsplan (GEP) auf der Ebene Ihres Abwasserverbandes erstellt?;Haben Sie einen generellen Entwässerungsplan (GEP) auf der Ebene Ihres Abwasserverbandes erstellt?;Ja$Nein
89;IDPyear;6;Collaboration with compliance authority;37;number;In welchem Jahr wurde dieser GEP genehmigt?;In welchem Jahr wurde dieser GEP genehmigt?;
90;IDPrev;6;Collaboration with compliance authority;38;bool;Wird dieser GEP derzeit im Rahmen der Entwässerungsplanung überarbeitet?;Wird dieser GEP derzeit im Rahmen der Entwässerungsplanung überarbeitet?;Ja$Nein
91;ORGcoopUD;6;Collaboration with compliance authority;39;likert;Inwiefern stimmen Sie dieser Aussage zu:  Unsere Organisation arbeitet gut mit den Aufsichtsbehörden für die Stadtentwässerung zusammen;Inwiefern stimmen Sie dieser Aussage zu:  Unsere Organisation arbeitet gut mit den Aufsichtsbehörden für die Stadtentwässerung zusammen;
92;EMPevent;7;Further education/ Professional competence;40;bool;Haben Mitarbeiter Ihres Abwasserverbandes im vergangenen Jahr an einer der folgenden Fachveranstaltungen teilgenommen?   	Fachmesse (z.B. IFAT) 	Nationales Verbandstreffen (Treffen der nationalen Interessenvertretungen für Siedlungsentwässerung (z.B. DWA, VSA, ÖWAV)) 	Nationale Veranstaltung (z.B. Essener Tagung, Aqua Urbanica, etc.) 	Veranstaltung der Behörde im Bereich Siedlungsentwässerung 	Kundenveranstaltung von Planungsbüros im Bereich der Siedlungsentwässerung 	Kundenveranstaltung eines Unternehmens mit Bezug zur Messtechnik oder Automatisierung;Haben Mitarbeiter Ihres Abwasserverbandes im vergangenen Jahr an einer der folgenden Fachveranstaltungen teilgenommen?   	Fachmesse (z.B. IFAT) 	Nationales Verbandstreffen (Treffen der nationalen Interessenvertretungen für Siedlungsentwässerung (z.B. DWA, VSA, ÖWAV)) 	Nationale Veranstaltung (z.B. Essener Tagung, Aqua Urbanica, etc.) 	Veranstaltung der Behörde im Bereich Siedlungsentwässerung 	Kundenveranstaltung von Planungsbüros im Bereich der Siedlungsentwässerung 	Kundenveranstaltung eines Unternehmens mit Bezug zur Messtechnik oder Automatisierung;Ja$Nein
93;MEAStp;8;Personal attitude of management;41;singleselect;Hat Ihr Abwasserverband bereits einen Dritten (z.B. Elektro- oder Ingenieurberater) beauftragt, die Wartung der Messtechnik (z.B. regelmäßige Reinigung und Kalibrierung von Messgeräten) durchzuführen oder Messdaten auszuwerten?;Hat Ihr Abwasserverband bereits einen Dritten (z.B. Elektro- oder Ingenieurberater) beauftragt, die Wartung der Messtechnik (z.B. regelmäßige Reinigung und Kalibrierung von Messgeräten) durchzuführen oder Messdaten auszuwerten?;Ja, für die Auswertung der Messdaten$Ja, sowohl für die Wartung der Messtechnik als auch für die Auswertung der Messdaten$vNein, weder das eine noch das andere$Ja, für die Wartung der Messtechnik
94;woWWTP;8;Personal attitude of management;42;singleselect;Halten Sie es für sinnvoll, dass der Abwasserbetreiber langfristig sowohl die Kläranlage als auch alle städtischen Entwässerungssysteme betreibt?;Halten Sie es für sinnvoll, dass der Abwasserbetreiber langfristig sowohl die Kläranlage als auch alle städtischen Entwässerungssysteme betreibt?;Ja, es ist sinnvoll, alle Regenabwasseranlagen und die gesamte Kanalisation im Verbandsgebiet zu übernehmen$Ja, es ist sinnvoll, alle Regenabwasseranlagen und die regional wichtige Kanalisation zu übernehmen$Nein$Sonstiges$Ja, es ist sinnvoll, alle städtischen Entwässerungsanlagen zu erwerben
95;woWWTP[other];8;Personal attitude of management;42;singleselect_text;Halten Sie es für sinnvoll, dass der Abwasserbetreiber langfristig sowohl die Kläranlage als auch alle städtischen Entwässerungssysteme betreibt? [Sonstiges];Halten Sie es für sinnvoll, dass der Abwasserbetreiber langfristig sowohl die Kläranlage als auch alle städtischen Entwässerungssysteme betreibt? ;Sonstiges
96;SSvision;8;Personal attitude of management;43;singleselect;"Eine mögliche Zukunftsvision:  ""Regenabwasseranlagen und Kanalnetze sind mit einer Vielzahl an Messgeräten ausgestattet. Die Messsignale werden über ein flächendeckendes Drahtlosnetzwerk live auf ein Leitsystem übertragen, automatisch überprüft, ausgewertet und archiviert. Diese permanente Überwachung der Anlagen wird durch die fortschreitende technologische Entwicklung in den Bereichen Kommunikation, Steuerungs- und Regelungstechnik und Automation ermöglicht.""  Was halten Sie persönlich von der beschriebenen Vision?";"Eine mögliche Zukunftsvision:  ""Regenabwasseranlagen und Kanalnetze sind mit einer Vielzahl an Messgeräten ausgestattet. Die Messsignale werden über ein flächendeckendes Drahtlosnetzwerk live auf ein Leitsystem übertragen, automatisch überprüft, ausgewertet und archiviert. Diese permanente Überwachung der Anlagen wird durch die fortschreitende technologische Entwicklung in den Bereichen Kommunikation, Steuerungs- und Regelungstechnik und Automation ermöglicht.""  Was halten Sie persönlich von der beschriebenen Vision?";Ich befürworte diese Vision und bin grundsätzlich offen für den Einsatz solcher modernen Technologien für die Anlagen unseres Abwasserverbandes$Ich unterstütze diese Vision unter folgender Voraussetzung:$Ich lehne diese Vision ab, weil ich eher wenig von dem Einsatz solch moderner Technologien für die Vermögenswerte unseres Abwasserverbandes halte
97;SSvision[comment];8;Personal attitude of management;43;text;"Eine mögliche Zukunftsvision:  ""Regenabwasseranlagen und Kanalnetze sind mit einer Vielzahl an Messgeräten ausgestattet. Die Messsignale werden über ein flächendeckendes Drahtlosnetzwerk live auf ein Leitsystem übertragen, automatisch überprüft, ausgewertet und archiviert. Diese permanente Überwachung der Anlagen wird durch die fortschreitende technologische Entwicklung in den Bereichen Kommunikation, Steuerungs- und Regelungstechnik und Automation ermöglicht.""  Was halten Sie persönlich von der beschriebenen Vision? [Kommentar]";"Eine mögliche Zukunftsvision:  ""Regenabwasseranlagen und Kanalnetze sind mit einer Vielzahl an Messgeräten ausgestattet. Die Messsignale werden über ein flächendeckendes Drahtlosnetzwerk live auf ein Leitsystem übertragen, automatisch überprüft, ausgewertet und archiviert. Diese permanente Überwachung der Anlagen wird durch die fortschreitende technologische Entwicklung in den Bereichen Kommunikation, Steuerungs- und Regelungstechnik und Automation ermöglicht.""  Was halten Sie persönlich von der beschriebenen Vision? ";Kommentar
98;CSOpublic;8;Personal attitude of management;44;singleselect;"Eine weitere mögliche Zukunftsvision:  ""In Zukunft werden die Überwachungsdaten von CSOs auf einer transparenten und leicht zugänglichen Plattform öffentlich zugänglich gemacht, die Gemeinden und Interessengruppen Echtzeitinformationen über Abwassersysteme und deren Auswirkungen auf die Umwelt liefert. Durch den offenen Austausch von Daten über die Abwasserinfrastruktur, die Leistung und die Instandhaltung wollen wir die Zusammenarbeit, die Innovation und die fundierte Entscheidungsfindung fördern und letztlich die Effizienz, Nachhaltigkeit und Belastbarkeit unserer Abwasseranlagen verbessern.“  What do you personally think of the vision described?";"Eine weitere mögliche Zukunftsvision:  ""In Zukunft werden die Überwachungsdaten von CSOs auf einer transparenten und leicht zugänglichen Plattform öffentlich zugänglich gemacht, die Gemeinden und Interessengruppen Echtzeitinformationen über Abwassersysteme und deren Auswirkungen auf die Umwelt liefert. Durch den offenen Austausch von Daten über die Abwasserinfrastruktur, die Leistung und die Instandhaltung wollen wir die Zusammenarbeit, die Innovation und die fundierte Entscheidungsfindung fördern und letztlich die Effizienz, Nachhaltigkeit und Belastbarkeit unserer Abwasseranlagen verbessern.“  What do you personally think of the vision described?";Ich unterstütze diese Vision unter folgender Bedingung:$Ich befürworte diese Vision, weil ich generell der Meinung bin, dass Transparenz die Effektivität verbessert und Innovationen fördert$Ich lehne diese Vision ab, weil ich denke, dass Daten aus Abwasserinfrastrukturen nicht offen verfügbar sein sollten
99;CSOpublic[comment];8;Personal attitude of management;44;text;"Eine weitere mögliche Zukunftsvision:  ""In Zukunft werden die Überwachungsdaten von CSOs auf einer transparenten und leicht zugänglichen Plattform öffentlich zugänglich gemacht, die Gemeinden und Interessengruppen Echtzeitinformationen über Abwassersysteme und deren Auswirkungen auf die Umwelt liefert. Durch den offenen Austausch von Daten über die Abwasserinfrastruktur, die Leistung und die Instandhaltung wollen wir die Zusammenarbeit, die Innovation und die fundierte Entscheidungsfindung fördern und letztlich die Effizienz, Nachhaltigkeit und Belastbarkeit unserer Abwasseranlagen verbessern.“  What do you personally think of the vision described? [Kommentar]";"Eine weitere mögliche Zukunftsvision:  ""In Zukunft werden die Überwachungsdaten von CSOs auf einer transparenten und leicht zugänglichen Plattform öffentlich zugänglich gemacht, die Gemeinden und Interessengruppen Echtzeitinformationen über Abwassersysteme und deren Auswirkungen auf die Umwelt liefert. Durch den offenen Austausch von Daten über die Abwasserinfrastruktur, die Leistung und die Instandhaltung wollen wir die Zusammenarbeit, die Innovation und die fundierte Entscheidungsfindung fördern und letztlich die Effizienz, Nachhaltigkeit und Belastbarkeit unserer Abwasseranlagen verbessern.“  What do you personally think of the vision described? ";Kommentar
100;CSOlaw;9;Legal framework and guidelines;45;bool;Ist die rechtliche Grundlage für die Leistungsüberwachung von Regenüberlaufbecken vorhanden (Gesetz)?;Ist die rechtliche Grundlage für die Leistungsüberwachung von Regenüberlaufbecken vorhanden (Gesetz)?;Ja$Nein
101;impREG;9;Legal framework and guidelines;46;bool;Liegt eine rechtsverbindliche Ausführungsverordnung/Verordnung vor?;Liegt eine rechtsverbindliche Ausführungsverordnung/Verordnung vor?;Ja$Nein
102;TSguide;9;Legal framework and guidelines;47;bool;Gibt es technische Normen und Richtlinien?;Gibt es technische Normen und Richtlinien?;Ja$Nein
103;REGapply;9;Legal framework and guidelines;48;bool;Werden die bestehenden Vorschriften vom Betreiber angewendet?;Werden die bestehenden Vorschriften vom Betreiber angewendet?;Ja$Nein
104;REGenf;9;Legal framework and guidelines;49;bool;Werden die bestehenden Vorschriften von allen Akteuren durchgesetzt?;Werden die bestehenden Vorschriften von allen Akteuren durchgesetzt?;Ja$Nein
105;CSOreg[SQ001];9;Legal framework and guidelines;50;multiselect;Wie werden bestehende Regenüberlaufbecken reguliert? [Weiterleiten des Durchflusses an die Kläranlage/Abwasserreinigungsanlage];Wie werden bestehende Regenüberlaufbecken reguliert? ;Weiterleiten des Durchflusses an die Kläranlage/Abwasserreinigungsanlage
106;CSOreg[SQ002];9;Legal framework and guidelines;50;multiselect;Wie werden bestehende Regenüberlaufbecken reguliert? [Entlastungshäufigkeit];Wie werden bestehende Regenüberlaufbecken reguliert? ;Entlastungshäufigkeit
107;CSOreg[SQ003];9;Legal framework and guidelines;50;multiselect;Wie werden bestehende Regenüberlaufbecken reguliert? [Entlastungsmenge];Wie werden bestehende Regenüberlaufbecken reguliert? ;Entlastungsmenge
108;CSOreg[SQ004];9;Legal framework and guidelines;50;multiselect;Wie werden bestehende Regenüberlaufbecken reguliert? [Auswirkungen auf die Gewässer];Wie werden bestehende Regenüberlaufbecken reguliert? ;Auswirkungen auf die Gewässer
109;CSOreg[other];9;Legal framework and guidelines;50;multiselect_text;Wie werden bestehende Regenüberlaufbecken reguliert? [Sonstiges];Wie werden bestehende Regenüberlaufbecken reguliert? ;Sonstiges
110;CSOmonit[1];10;Future improvements;51;rank_text;Was könnte Ihrer Meinung nach dazu beitragen, die Überwachung von Regenüberlaufbecken zu fördern?  Bitte wählen Sie 3 der aufgelisteten Vorschläge aus und ordnen Sie diese nach Ihren Prioritäten zu (1., 2. und 3. Priorität). Sie haben auch die Möglichkeit, einen eigenen Vorschlag zu machen. [Rank 1];Was könnte Ihrer Meinung nach dazu beitragen, die Überwachung von Regenüberlaufbecken zu fördern?  Bitte wählen Sie 3 der aufgelisteten Vorschläge aus und ordnen Sie diese nach Ihren Prioritäten zu (1., 2. und 3. Priorität). Sie haben auch die Möglichkeit, einen eigenen Vorschlag zu machen. ;Rank 1
111;CSOmonit[2];10;Future improvements;51;rank_text;Was könnte Ihrer Meinung nach dazu beitragen, die Überwachung von Regenüberlaufbecken zu fördern?  Bitte wählen Sie 3 der aufgelisteten Vorschläge aus und ordnen Sie diese nach Ihren Prioritäten zu (1., 2. und 3. Priorität). Sie haben auch die Möglichkeit, einen eigenen Vorschlag zu machen. [Rank 2];Was könnte Ihrer Meinung nach dazu beitragen, die Überwachung von Regenüberlaufbecken zu fördern?  Bitte wählen Sie 3 der aufgelisteten Vorschläge aus und ordnen Sie diese nach Ihren Prioritäten zu (1., 2. und 3. Priorität). Sie haben auch die Möglichkeit, einen eigenen Vorschlag zu machen. ;Rank 2
112;CSOmonit[3];10;Future improvements;51;rank_text;Was könnte Ihrer Meinung nach dazu beitragen, die Überwachung von Regenüberlaufbecken zu fördern?  Bitte wählen Sie 3 der aufgelisteten Vorschläge aus und ordnen Sie diese nach Ihren Prioritäten zu (1., 2. und 3. Priorität). Sie haben auch die Möglichkeit, einen eigenen Vorschlag zu machen. [Rank 3];Was könnte Ihrer Meinung nach dazu beitragen, die Überwachung von Regenüberlaufbecken zu fördern?  Bitte wählen Sie 3 der aufgelisteten Vorschläge aus und ordnen Sie diese nach Ihren Prioritäten zu (1., 2. und 3. Priorität). Sie haben auch die Möglichkeit, einen eigenen Vorschlag zu machen. ;Rank 3
113;CSOmonit[4];10;Future improvements;51;rank_text;Was könnte Ihrer Meinung nach dazu beitragen, die Überwachung von Regenüberlaufbecken zu fördern?  Bitte wählen Sie 3 der aufgelisteten Vorschläge aus und ordnen Sie diese nach Ihren Prioritäten zu (1., 2. und 3. Priorität). Sie haben auch die Möglichkeit, einen eigenen Vorschlag zu machen. [Rank 4];Was könnte Ihrer Meinung nach dazu beitragen, die Überwachung von Regenüberlaufbecken zu fördern?  Bitte wählen Sie 3 der aufgelisteten Vorschläge aus und ordnen Sie diese nach Ihren Prioritäten zu (1., 2. und 3. Priorität). Sie haben auch die Möglichkeit, einen eigenen Vorschlag zu machen. ;Rank 4
114;CSOmonit[5];10;Future improvements;51;rank_text;Was könnte Ihrer Meinung nach dazu beitragen, die Überwachung von Regenüberlaufbecken zu fördern?  Bitte wählen Sie 3 der aufgelisteten Vorschläge aus und ordnen Sie diese nach Ihren Prioritäten zu (1., 2. und 3. Priorität). Sie haben auch die Möglichkeit, einen eigenen Vorschlag zu machen. [Rank 5];Was könnte Ihrer Meinung nach dazu beitragen, die Überwachung von Regenüberlaufbecken zu fördern?  Bitte wählen Sie 3 der aufgelisteten Vorschläge aus und ordnen Sie diese nach Ihren Prioritäten zu (1., 2. und 3. Priorität). Sie haben auch die Möglichkeit, einen eigenen Vorschlag zu machen. ;Rank 5
115;CSOmonit[6];10;Future improvements;51;rank_text;Was könnte Ihrer Meinung nach dazu beitragen, die Überwachung von Regenüberlaufbecken zu fördern?  Bitte wählen Sie 3 der aufgelisteten Vorschläge aus und ordnen Sie diese nach Ihren Prioritäten zu (1., 2. und 3. Priorität). Sie haben auch die Möglichkeit, einen eigenen Vorschlag zu machen. [Rank 6];Was könnte Ihrer Meinung nach dazu beitragen, die Überwachung von Regenüberlaufbecken zu fördern?  Bitte wählen Sie 3 der aufgelisteten Vorschläge aus und ordnen Sie diese nach Ihren Prioritäten zu (1., 2. und 3. Priorität). Sie haben auch die Möglichkeit, einen eigenen Vorschlag zu machen. ;Rank 6
116;CSOmonit[7];10;Future improvements;51;rank_text;Was könnte Ihrer Meinung nach dazu beitragen, die Überwachung von Regenüberlaufbecken zu fördern?  Bitte wählen Sie 3 der aufgelisteten Vorschläge aus und ordnen Sie diese nach Ihren Prioritäten zu (1., 2. und 3. Priorität). Sie haben auch die Möglichkeit, einen eigenen Vorschlag zu machen. [Rank 7];Was könnte Ihrer Meinung nach dazu beitragen, die Überwachung von Regenüberlaufbecken zu fördern?  Bitte wählen Sie 3 der aufgelisteten Vorschläge aus und ordnen Sie diese nach Ihren Prioritäten zu (1., 2. und 3. Priorität). Sie haben auch die Möglichkeit, einen eigenen Vorschlag zu machen. ;Rank 7
117;CSOmonit[8];10;Future improvements;51;rank_text;Was könnte Ihrer Meinung nach dazu beitragen, die Überwachung von Regenüberlaufbecken zu fördern?  Bitte wählen Sie 3 der aufgelisteten Vorschläge aus und ordnen Sie diese nach Ihren Prioritäten zu (1., 2. und 3. Priorität). Sie haben auch die Möglichkeit, einen eigenen Vorschlag zu machen. [Rank 8];Was könnte Ihrer Meinung nach dazu beitragen, die Überwachung von Regenüberlaufbecken zu fördern?  Bitte wählen Sie 3 der aufgelisteten Vorschläge aus und ordnen Sie diese nach Ihren Prioritäten zu (1., 2. und 3. Priorität). Sie haben auch die Möglichkeit, einen eigenen Vorschlag zu machen. ;Rank 8
118;CSOmonit[9];10;Future improvements;51;rank_text;Was könnte Ihrer Meinung nach dazu beitragen, die Überwachung von Regenüberlaufbecken zu fördern?  Bitte wählen Sie 3 der aufgelisteten Vorschläge aus und ordnen Sie diese nach Ihren Prioritäten zu (1., 2. und 3. Priorität). Sie haben auch die Möglichkeit, einen eigenen Vorschlag zu machen. [Rank 9];Was könnte Ihrer Meinung nach dazu beitragen, die Überwachung von Regenüberlaufbecken zu fördern?  Bitte wählen Sie 3 der aufgelisteten Vorschläge aus und ordnen Sie diese nach Ihren Prioritäten zu (1., 2. und 3. Priorität). Sie haben auch die Möglichkeit, einen eigenen Vorschlag zu machen. ;Rank 9
119;CSOmonit[10];10;Future improvements;51;rank_text;Was könnte Ihrer Meinung nach dazu beitragen, die Überwachung von Regenüberlaufbecken zu fördern?  Bitte wählen Sie 3 der aufgelisteten Vorschläge aus und ordnen Sie diese nach Ihren Prioritäten zu (1., 2. und 3. Priorität). Sie haben auch die Möglichkeit, einen eigenen Vorschlag zu machen. [Rank 10];Was könnte Ihrer Meinung nach dazu beitragen, die Überwachung von Regenüberlaufbecken zu fördern?  Bitte wählen Sie 3 der aufgelisteten Vorschläge aus und ordnen Sie diese nach Ihren Prioritäten zu (1., 2. und 3. Priorität). Sie haben auch die Möglichkeit, einen eigenen Vorschlag zu machen. ;Rank 10
120;CSOmonit[11];10;Future improvements;51;rank_text;Was könnte Ihrer Meinung nach dazu beitragen, die Überwachung von Regenüberlaufbecken zu fördern?  Bitte wählen Sie 3 der aufgelisteten Vorschläge aus und ordnen Sie diese nach Ihren Prioritäten zu (1., 2. und 3. Priorität). Sie haben auch die Möglichkeit, einen eigenen Vorschlag zu machen. [Rank 11];Was könnte Ihrer Meinung nach dazu beitragen, die Überwachung von Regenüberlaufbecken zu fördern?  Bitte wählen Sie 3 der aufgelisteten Vorschläge aus und ordnen Sie diese nach Ihren Prioritäten zu (1., 2. und 3. Priorität). Sie haben auch die Möglichkeit, einen eigenen Vorschlag zu machen. ;Rank 11
121;CSOmonit[12];10;Future improvements;51;rank_text;Was könnte Ihrer Meinung nach dazu beitragen, die Überwachung von Regenüberlaufbecken zu fördern?  Bitte wählen Sie 3 der aufgelisteten Vorschläge aus und ordnen Sie diese nach Ihren Prioritäten zu (1., 2. und 3. Priorität). Sie haben auch die Möglichkeit, einen eigenen Vorschlag zu machen. [Rank 12];Was könnte Ihrer Meinung nach dazu beitragen, die Überwachung von Regenüberlaufbecken zu fördern?  Bitte wählen Sie 3 der aufgelisteten Vorschläge aus und ordnen Sie diese nach Ihren Prioritäten zu (1., 2. und 3. Priorität). Sie haben auch die Möglichkeit, einen eigenen Vorschlag zu machen. ;Rank 12
122;CSOownprop;10;Future improvements;52;text;Schreiben Sie Ihren Vorschlag für die Frage:  Was könnte Ihrer Meinung nach dazu beitragen, die Überwachung von Mischwasserentlastungen zu fördern?;Schreiben Sie Ihren Vorschlag für die Frage:  Was könnte Ihrer Meinung nach dazu beitragen, die Überwachung von Mischwasserentlastungen zu fördern?;
123;UDfeed;10;Future improvements;53;text;"Haben Sie weitere Anmerkungen oder Ideen zum Thema ""Gewässerschutz bei Regenwetter – Organisation der Siedlungsentwässerung"" oder zu unserem Fragebogen?";"Haben Sie weitere Anmerkungen oder Ideen zum Thema ""Gewässerschutz bei Regenwetter – Organisation der Siedlungsentwässerung"" oder zu unserem Fragebogen?";
124;CIsurvey[SQ001];11;Interest in Co-UDLabs;54;text;Optional können Sie Ihre Kontaktdaten eingeben. Auf diese Weise geben Sie uns die Möglichkeit, für Rückfragen zur Verfügung zu stehen. Gerne informieren wir Sie auch per E-Mail über die Ergebnisse der Befragung. [Vorname:];Optional können Sie Ihre Kontaktdaten eingeben. Auf diese Weise geben Sie uns die Möglichkeit, für Rückfragen zur Verfügung zu stehen. Gerne informieren wir Sie auch per E-Mail über die Ergebnisse der Befragung. ;Vorname:
125;CIsurvey[SQ002];11;Interest in Co-UDLabs;54;text;Optional können Sie Ihre Kontaktdaten eingeben. Auf diese Weise geben Sie uns die Möglichkeit, für Rückfragen zur Verfügung zu stehen. Gerne informieren wir Sie auch per E-Mail über die Ergebnisse der Befragung. [Familienname:];Optional können Sie Ihre Kontaktdaten eingeben. Auf diese Weise geben Sie uns die Möglichkeit, für Rückfragen zur Verfügung zu stehen. Gerne informieren wir Sie auch per E-Mail über die Ergebnisse der Befragung. ;Familienname:
126;CIsurvey[SQ003];11;Interest in Co-UDLabs;54;text;Optional können Sie Ihre Kontaktdaten eingeben. Auf diese Weise geben Sie uns die Möglichkeit, für Rückfragen zur Verfügung zu stehen. Gerne informieren wir Sie auch per E-Mail über die Ergebnisse der Befragung. [Name des Abwasserverbandes:];Optional können Sie Ihre Kontaktdaten eingeben. Auf diese Weise geben Sie uns die Möglichkeit, für Rückfragen zur Verfügung zu stehen. Gerne informieren wir Sie auch per E-Mail über die Ergebnisse der Befragung. ;Name des Abwasserverbandes:
127;CIsurvey[SQ004];11;Interest in Co-UDLabs;54;text;Optional können Sie Ihre Kontaktdaten eingeben. Auf diese Weise geben Sie uns die Möglichkeit, für Rückfragen zur Verfügung zu stehen. Gerne informieren wir Sie auch per E-Mail über die Ergebnisse der Befragung. [E-mail:];Optional können Sie Ihre Kontaktdaten eingeben. Auf diese Weise geben Sie uns die Möglichkeit, für Rückfragen zur Verfügung zu stehen. Gerne informieren wir Sie auch per E-Mail über die Ergebnisse der Befragung. ;E-mail:
128;CIsurvey[SQ005];11;Interest in Co-UDLabs;54;text;Optional können Sie Ihre Kontaktdaten eingeben. Auf diese Weise geben Sie uns die Möglichkeit, für Rückfragen zur Verfügung zu stehen. Gerne informieren wir Sie auch per E-Mail über die Ergebnisse der Befragung. [Telefonnummer:];Optional können Sie Ihre Kontaktdaten eingeben. Auf diese Weise geben Sie uns die Möglichkeit, für Rückfragen zur Verfügung zu stehen. Gerne informieren wir Sie auch per E-Mail über die Ergebnisse der Befragung. ;Telefonnummer:
129;COUDapply[SQ001];11;Interest in Co-UDLabs;55;multiselect;Sie können sich dafür entscheiden, einer „Early-Adopter-Gruppe“ von innovativen Abwasserverbände und -unternehmen beizutreten, um Erfahrungen zur Regenwasser- und Datenbewirtschaftung auszutauschen [Ich möchte mich an der Early-Adopter-Gruppe beteiligen];Sie können sich dafür entscheiden, einer „Early-Adopter-Gruppe“ von innovativen Abwasserverbände und -unternehmen beizutreten, um Erfahrungen zur Regenwasser- und Datenbewirtschaftung auszutauschen ;Ich möchte mich an der Early-Adopter-Gruppe beteiligen
130;COUDapply[SQ002];11;Interest in Co-UDLabs;55;multiselect;Sie können sich dafür entscheiden, einer „Early-Adopter-Gruppe“ von innovativen Abwasserverbände und -unternehmen beizutreten, um Erfahrungen zur Regenwasser- und Datenbewirtschaftung auszutauschen [Bitte kontaktieren Sie mich mit Informationen über weitere Umsetzungsmaßnahmen, um politische Vorschläge zu diskutieren, wissenschaftliche Entwicklungen zu bewerten, usw.];Sie können sich dafür entscheiden, einer „Early-Adopter-Gruppe“ von innovativen Abwasserverbände und -unternehmen beizutreten, um Erfahrungen zur Regenwasser- und Datenbewirtschaftung auszutauschen ;Bitte kontaktieren Sie mich mit Informationen über weitere Umsetzungsmaßnahmen, um politische Vorschläge zu diskutieren, wissenschaftliche Entwicklungen zu bewerten, usw.
131;interviewtime;0;Metadata;56;;Gesamtzeit;Gesamtzeit;
132;groupTime3815;0;Metadata;56;;Gruppenzeit: General info;Gruppenzeit: General info;
133;yearTime;0;Metadata;56;;Fragenzeit: year;Fragenzeit: year;
134;NemployeesTime;0;Metadata;56;;Fragenzeit: Nemployees;Fragenzeit: Nemployees;
135;NcommunitiesTime;0;Metadata;56;;Fragenzeit: Ncommunities;Fragenzeit: Ncommunities;
136;managementTime;0;Metadata;56;;Fragenzeit: management;Fragenzeit: management;
137;freeINDandDECTime;0;Metadata;56;;Fragenzeit: freeINDandDEC;Fragenzeit: freeINDandDEC;
138;freeFINandGOVTime;0;Metadata;56;;Fragenzeit: freeFINandGOV;Fragenzeit: freeFINandGOV;
139;AREAtotalTime;0;Metadata;56;;Fragenzeit: AREAtotal;Fragenzeit: AREAtotal;
140;AREAredTime;0;Metadata;56;;Fragenzeit: AREAred;Fragenzeit: AREAred;
141;facilitiesTime;0;Metadata;56;;Fragenzeit: facilities;Fragenzeit: facilities;
142;groupTime3816;0;Metadata;56;;Gruppenzeit: Sewer infrastructure elements;Gruppenzeit: Sewer infrastructure elements;
143;NCSOsTime;0;Metadata;56;;Fragenzeit: NCSOs;Fragenzeit: NCSOs;
144;CSOrehabTime;0;Metadata;56;;Fragenzeit: CSOrehab;Fragenzeit: CSOrehab;
145;CSOinvestTime;0;Metadata;56;;Fragenzeit: CSOinvest;Fragenzeit: CSOinvest;
146;NpumpstatTime;0;Metadata;56;;Fragenzeit: Npumpstat;Fragenzeit: Npumpstat;
147;groupTime3817;0;Metadata;56;;Gruppenzeit: Messtechnik in Mischwasserentlastungen;Gruppenzeit: Messtechnik in Mischwasserentlastungen;
148;MvarCSOTime;0;Metadata;56;;Fragenzeit: MvarCSO;Fragenzeit: MvarCSO;
149;NinstrumCSOTime;0;Metadata;56;;Fragenzeit: NinstrumCSO;Fragenzeit: NinstrumCSO;
150;NpluviomTime;0;Metadata;56;;Fragenzeit: Npluviom;Fragenzeit: Npluviom;
