;Code;Group_ID;Group;Question_ID;QuestionType;Question;ShortQuestion;Answers
96;SSvision;8;Personal attitude of management;43;singleselect;En mulig fremtidsvision:  Regnvandsanlæg og kloaknet er udstyret med en lang række måleapparater. Målesignalerne sendes live til et kontrolsystem via et landsdækkende trådløst netværk, kontrolleres, evalueres og arkiveres automatisk. Denne permanente overvågning af systemerne er muliggjort af den fremadskridende teknologiske udvikling inden for områderne kommunikation, styring og automatiseringsteknologi.  Hvad synes du personligt om den beskrevne vision?;En mulig fremtidsvision:  Regnvandsanlæg og kloaknet er udstyret med en lang række måleapparater. Målesignalerne sendes live til et kontrolsystem via et landsdækkende trådløst netværk, kontrolleres, evalueres og arkiveres automatisk. Denne permanente overvågning af systemerne er muliggjort af den fremadskridende teknologiske udvikling inden for områderne kommunikation, styring og automatiseringsteknologi.  Hvad synes du personligt om den beskrevne vision?;Jeg afviser denne vision, fordi jeg ikke tænker meget på brugen af ​​sådanne moderne teknologier til aktiver i vores organisation$Jeg støtter denne vision på følgende betingelse:$Jeg går ind for denne vision og er generelt åben over for brugen af ​​sådanne moderne teknologier til vores organisations faciliteter
97;SSvision[comment];8;Personal attitude of management;43;text;En mulig fremtidsvision:  Regnvandsanlæg og kloaknet er udstyret med en lang række måleapparater. Målesignalerne sendes live til et kontrolsystem via et landsdækkende trådløst netværk, kontrolleres, evalueres og arkiveres automatisk. Denne permanente overvågning af systemerne er muliggjort af den fremadskridende teknologiske udvikling inden for områderne kommunikation, styring og automatiseringsteknologi.  Hvad synes du personligt om den beskrevne vision? [Kommentar];En mulig fremtidsvision:  Regnvandsanlæg og kloaknet er udstyret med en lang række måleapparater. Målesignalerne sendes live til et kontrolsystem via et landsdækkende trådløst netværk, kontrolleres, evalueres og arkiveres automatisk. Denne permanente overvågning af systemerne er muliggjort af den fremadskridende teknologiske udvikling inden for områderne kommunikation, styring og automatiseringsteknologi.  Hvad synes du personligt om den beskrevne vision? ;Kommentar
98;CSOpublic;8;Personal attitude of management;44;singleselect;"En anden mulig fremtidsvision: ""I fremtiden bliver overvågningsdata fra overløb gjort offentligt tilgængelige på en gennemsigtig og let tilgængelig platform, der giver lokalsamfund og interessenter mulighed for realtidsinformation om kloaksystemer og deres indvirkning på miljøet. Ved åbent at dele data om kloakinfrastruktur, ydeevne og vedligeholdelse sigter vi mod at fremme samarbejde, innovation og informeret beslutningstagning, hvilket i sidste ende forbedrer effektiviteten, bæredygtigheden og modstandsdygtigheden af ​​vores spildevandssystem."" Hvad synes du personligt om den beskrevne vision?";"En anden mulig fremtidsvision: ""I fremtiden bliver overvågningsdata fra overløb gjort offentligt tilgængelige på en gennemsigtig og let tilgængelig platform, der giver lokalsamfund og interessenter mulighed for realtidsinformation om kloaksystemer og deres indvirkning på miljøet. Ved åbent at dele data om kloakinfrastruktur, ydeevne og vedligeholdelse sigter vi mod at fremme samarbejde, innovation og informeret beslutningstagning, hvilket i sidste ende forbedrer effektiviteten, bæredygtigheden og modstandsdygtigheden af ​​vores spildevandssystem."" Hvad synes du personligt om den beskrevne vision?";Jeg støtter denne vision på følgende betingelse:$Jeg går ind for denne vision, fordi jeg generelt mener, at gennemsigtighed forbedrer effektiviteten og fremmer innovation$Jeg afviser denne vision, fordi jeg mener, at data fra spildevandsinfrastrukturer ikke bør være åbent tilgængelige
99;CSOpublic[comment];8;Personal attitude of management;44;text;"En anden mulig fremtidsvision: ""I fremtiden bliver overvågningsdata fra overløb gjort offentligt tilgængelige på en gennemsigtig og let tilgængelig platform, der giver lokalsamfund og interessenter mulighed for realtidsinformation om kloaksystemer og deres indvirkning på miljøet. Ved åbent at dele data om kloakinfrastruktur, ydeevne og vedligeholdelse sigter vi mod at fremme samarbejde, innovation og informeret beslutningstagning, hvilket i sidste ende forbedrer effektiviteten, bæredygtigheden og modstandsdygtigheden af ​​vores spildevandssystem."" Hvad synes du personligt om den beskrevne vision? [Kommentar]";"En anden mulig fremtidsvision: ""I fremtiden bliver overvågningsdata fra overløb gjort offentligt tilgængelige på en gennemsigtig og let tilgængelig platform, der giver lokalsamfund og interessenter mulighed for realtidsinformation om kloaksystemer og deres indvirkning på miljøet. Ved åbent at dele data om kloakinfrastruktur, ydeevne og vedligeholdelse sigter vi mod at fremme samarbejde, innovation og informeret beslutningstagning, hvilket i sidste ende forbedrer effektiviteten, bæredygtigheden og modstandsdygtigheden af ​​vores spildevandssystem."" Hvad synes du personligt om den beskrevne vision? ";Kommentar
100;CSOlaw;9;Legal framework and guidelines;45;bool;Er retsgrundlaget tilgængeligt for præstationsovervågning af overløb (lov?);Er retsgrundlaget tilgængeligt for præstationsovervågning af overløb (lov?);Ja$Nej
101;impREG;9;Legal framework and guidelines;46;bool;Findes der en juridisk bindende gennemførelsesbekendtgørelse/-forordning?;Findes der en juridisk bindende gennemførelsesbekendtgørelse/-forordning?;Ja$Nej
102;TSguide;9;Legal framework and guidelines;47;bool;Er der tekniske standarder og retningslinjer tilgængelige?;Er der tekniske standarder og retningslinjer tilgængelige?;Ja$Nej
103;REGapply;9;Legal framework and guidelines;48;bool;Anvendes de eksisterende regler af operatøren?;Anvendes de eksisterende regler af operatøren?;Ja$Nej
104;REGenf;9;Legal framework and guidelines;49;bool;Håndhæves de eksisterende regler af alle aktører?;Håndhæves de eksisterende regler af alle aktører?;Ja$Nej
105;CSOreg[SQ001];9;Legal framework and guidelines;50;multiselect;Hvordan reguleres eksisterende overløbsbygværker? [Videreførende vandføring til renseanlægget];Hvordan reguleres eksisterende overløbsbygværker? ;Videreførende vandføring til renseanlægget
106;CSOreg[SQ002];9;Legal framework and guidelines;50;multiselect;Hvordan reguleres eksisterende overløbsbygværker? [Overløbsfrekvens];Hvordan reguleres eksisterende overløbsbygværker? ;Overløbsfrekvens
107;CSOreg[SQ003];9;Legal framework and guidelines;50;multiselect;Hvordan reguleres eksisterende overløbsbygværker? [Overløbsvolumen];Hvordan reguleres eksisterende overløbsbygværker? ;Overløbsvolumen
108;CSOreg[SQ004];9;Legal framework and guidelines;50;multiselect;Hvordan reguleres eksisterende overløbsbygværker? [Recipient påvirkning];Hvordan reguleres eksisterende overløbsbygværker? ;Recipient påvirkning
109;CSOreg[other];9;Legal framework and guidelines;50;multiselect_text;Hvordan reguleres eksisterende overløbsbygværker? [Andet];Hvordan reguleres eksisterende overløbsbygværker? ;Andet
110;CSOmonit[1];10;Future improvements;51;rank_text;Hvad tror du, der kan være med til at fremme overvågning af overløb?  Vælg venligst 3 af de anførte forslag og tildel dem i henhold til dine prioriteter (1., 2. og 3. prioritet).  Du har også mulighed for at lave dit eget forslag. [Rang 1];Hvad tror du, der kan være med til at fremme overvågning af overløb?  Vælg venligst 3 af de anførte forslag og tildel dem i henhold til dine prioriteter (1., 2. og 3. prioritet).  Du har også mulighed for at lave dit eget forslag. ;Rang 1
111;CSOmonit[2];10;Future improvements;51;rank_text;Hvad tror du, der kan være med til at fremme overvågning af overløb?  Vælg venligst 3 af de anførte forslag og tildel dem i henhold til dine prioriteter (1., 2. og 3. prioritet).  Du har også mulighed for at lave dit eget forslag. [Rang 2];Hvad tror du, der kan være med til at fremme overvågning af overløb?  Vælg venligst 3 af de anførte forslag og tildel dem i henhold til dine prioriteter (1., 2. og 3. prioritet).  Du har også mulighed for at lave dit eget forslag. ;Rang 2
112;CSOmonit[3];10;Future improvements;51;rank_text;Hvad tror du, der kan være med til at fremme overvågning af overløb?  Vælg venligst 3 af de anførte forslag og tildel dem i henhold til dine prioriteter (1., 2. og 3. prioritet).  Du har også mulighed for at lave dit eget forslag. [Rang 3];Hvad tror du, der kan være med til at fremme overvågning af overløb?  Vælg venligst 3 af de anførte forslag og tildel dem i henhold til dine prioriteter (1., 2. og 3. prioritet).  Du har også mulighed for at lave dit eget forslag. ;Rang 3
113;CSOmonit[4];10;Future improvements;51;rank_text;Hvad tror du, der kan være med til at fremme overvågning af overløb?  Vælg venligst 3 af de anførte forslag og tildel dem i henhold til dine prioriteter (1., 2. og 3. prioritet).  Du har også mulighed for at lave dit eget forslag. [Rang 4];Hvad tror du, der kan være med til at fremme overvågning af overløb?  Vælg venligst 3 af de anførte forslag og tildel dem i henhold til dine prioriteter (1., 2. og 3. prioritet).  Du har også mulighed for at lave dit eget forslag. ;Rang 4
114;CSOmonit[5];10;Future improvements;51;rank_text;Hvad tror du, der kan være med til at fremme overvågning af overløb?  Vælg venligst 3 af de anførte forslag og tildel dem i henhold til dine prioriteter (1., 2. og 3. prioritet).  Du har også mulighed for at lave dit eget forslag. [Rang 5];Hvad tror du, der kan være med til at fremme overvågning af overløb?  Vælg venligst 3 af de anførte forslag og tildel dem i henhold til dine prioriteter (1., 2. og 3. prioritet).  Du har også mulighed for at lave dit eget forslag. ;Rang 5
115;CSOmonit[6];10;Future improvements;51;rank_text;Hvad tror du, der kan være med til at fremme overvågning af overløb?  Vælg venligst 3 af de anførte forslag og tildel dem i henhold til dine prioriteter (1., 2. og 3. prioritet).  Du har også mulighed for at lave dit eget forslag. [Rang 6];Hvad tror du, der kan være med til at fremme overvågning af overløb?  Vælg venligst 3 af de anførte forslag og tildel dem i henhold til dine prioriteter (1., 2. og 3. prioritet).  Du har også mulighed for at lave dit eget forslag. ;Rang 6
116;CSOmonit[7];10;Future improvements;51;rank_text;Hvad tror du, der kan være med til at fremme overvågning af overløb?  Vælg venligst 3 af de anførte forslag og tildel dem i henhold til dine prioriteter (1., 2. og 3. prioritet).  Du har også mulighed for at lave dit eget forslag. [Rang 7];Hvad tror du, der kan være med til at fremme overvågning af overløb?  Vælg venligst 3 af de anførte forslag og tildel dem i henhold til dine prioriteter (1., 2. og 3. prioritet).  Du har også mulighed for at lave dit eget forslag. ;Rang 7
117;CSOmonit[8];10;Future improvements;51;rank_text;Hvad tror du, der kan være med til at fremme overvågning af overløb?  Vælg venligst 3 af de anførte forslag og tildel dem i henhold til dine prioriteter (1., 2. og 3. prioritet).  Du har også mulighed for at lave dit eget forslag. [Rang 8];Hvad tror du, der kan være med til at fremme overvågning af overløb?  Vælg venligst 3 af de anførte forslag og tildel dem i henhold til dine prioriteter (1., 2. og 3. prioritet).  Du har også mulighed for at lave dit eget forslag. ;Rang 8
118;CSOmonit[9];10;Future improvements;51;rank_text;Hvad tror du, der kan være med til at fremme overvågning af overløb?  Vælg venligst 3 af de anførte forslag og tildel dem i henhold til dine prioriteter (1., 2. og 3. prioritet).  Du har også mulighed for at lave dit eget forslag. [Rang 9];Hvad tror du, der kan være med til at fremme overvågning af overløb?  Vælg venligst 3 af de anførte forslag og tildel dem i henhold til dine prioriteter (1., 2. og 3. prioritet).  Du har også mulighed for at lave dit eget forslag. ;Rang 9
119;CSOmonit[10];10;Future improvements;51;rank_text;Hvad tror du, der kan være med til at fremme overvågning af overløb?  Vælg venligst 3 af de anførte forslag og tildel dem i henhold til dine prioriteter (1., 2. og 3. prioritet).  Du har også mulighed for at lave dit eget forslag. [Rang 10];Hvad tror du, der kan være med til at fremme overvågning af overløb?  Vælg venligst 3 af de anførte forslag og tildel dem i henhold til dine prioriteter (1., 2. og 3. prioritet).  Du har også mulighed for at lave dit eget forslag. ;Rang 10
120;CSOmonit[11];10;Future improvements;51;rank_text;Hvad tror du, der kan være med til at fremme overvågning af overløb?  Vælg venligst 3 af de anførte forslag og tildel dem i henhold til dine prioriteter (1., 2. og 3. prioritet).  Du har også mulighed for at lave dit eget forslag. [Rang 11];Hvad tror du, der kan være med til at fremme overvågning af overløb?  Vælg venligst 3 af de anførte forslag og tildel dem i henhold til dine prioriteter (1., 2. og 3. prioritet).  Du har også mulighed for at lave dit eget forslag. ;Rang 11
121;CSOmonit[12];10;Future improvements;51;rank_text;Hvad tror du, der kan være med til at fremme overvågning af overløb?  Vælg venligst 3 af de anførte forslag og tildel dem i henhold til dine prioriteter (1., 2. og 3. prioritet).  Du har også mulighed for at lave dit eget forslag. [Rang 12];Hvad tror du, der kan være med til at fremme overvågning af overløb?  Vælg venligst 3 af de anførte forslag og tildel dem i henhold til dine prioriteter (1., 2. og 3. prioritet).  Du har også mulighed for at lave dit eget forslag. ;Rang 12
122;CSOownprop;10;Future improvements;52;text;Skriv dit forslag til spørgsmålet:  Hvad tror du kan være med til at fremme overvågning af overløb?;Skriv dit forslag til spørgsmålet:  Hvad tror du kan være med til at fremme overvågning af overløb?;
123;UDfeed;10;Future improvements;53;text;"Har du andre kommentarer eller ideer til temaet ""Beskyttelse af vandmiljøet under regnvejr - Organisering af byernes regnvandssanering"" eller på vores spørgeskema?";"Har du andre kommentarer eller ideer til temaet ""Beskyttelse af vandmiljøet under regnvejr - Organisering af byernes regnvandssanering"" eller på vores spørgeskema?";
124;CIsurvey[SQ001];11;Interest in Co-UDLabs;54;text;Du kan valgfrit indtaste dine kontaktoplysninger. På den måde giver du os mulighed for at stå til rådighed for forespørgsler. Vi vil også gerne informere dig om resultaterne af undersøgelsen via e-mail. [Fornavn:];Du kan valgfrit indtaste dine kontaktoplysninger. På den måde giver du os mulighed for at stå til rådighed for forespørgsler. Vi vil også gerne informere dig om resultaterne af undersøgelsen via e-mail. ;Fornavn:
125;CIsurvey[SQ002];11;Interest in Co-UDLabs;54;text;Du kan valgfrit indtaste dine kontaktoplysninger. På den måde giver du os mulighed for at stå til rådighed for forespørgsler. Vi vil også gerne informere dig om resultaterne af undersøgelsen via e-mail. [Efternavn:];Du kan valgfrit indtaste dine kontaktoplysninger. På den måde giver du os mulighed for at stå til rådighed for forespørgsler. Vi vil også gerne informere dig om resultaterne af undersøgelsen via e-mail. ;Efternavn:
126;CIsurvey[SQ003];11;Interest in Co-UDLabs;54;text;Du kan valgfrit indtaste dine kontaktoplysninger. På den måde giver du os mulighed for at stå til rådighed for forespørgsler. Vi vil også gerne informere dig om resultaterne af undersøgelsen via e-mail. [Navn op din organisation:];Du kan valgfrit indtaste dine kontaktoplysninger. På den måde giver du os mulighed for at stå til rådighed for forespørgsler. Vi vil også gerne informere dig om resultaterne af undersøgelsen via e-mail. ;Navn op din organisation:
127;CIsurvey[SQ004];11;Interest in Co-UDLabs;54;text;Du kan valgfrit indtaste dine kontaktoplysninger. På den måde giver du os mulighed for at stå til rådighed for forespørgsler. Vi vil også gerne informere dig om resultaterne af undersøgelsen via e-mail. [E-mail:];Du kan valgfrit indtaste dine kontaktoplysninger. På den måde giver du os mulighed for at stå til rådighed for forespørgsler. Vi vil også gerne informere dig om resultaterne af undersøgelsen via e-mail. ;E-mail:
128;CIsurvey[SQ005];11;Interest in Co-UDLabs;54;text;Du kan valgfrit indtaste dine kontaktoplysninger. På den måde giver du os mulighed for at stå til rådighed for forespørgsler. Vi vil også gerne informere dig om resultaterne af undersøgelsen via e-mail. [Telefonnummer:];Du kan valgfrit indtaste dine kontaktoplysninger. På den måde giver du os mulighed for at stå til rådighed for forespørgsler. Vi vil også gerne informere dig om resultaterne af undersøgelsen via e-mail. ;Telefonnummer:
129;COUDapply[SQ001];11;Interest in Co-UDLabs;55;multiselect;Du kan tilmelde dig som en del af en Co-UDLabs early adopter-gruppe af innovative forsyningsselskaber [Jeg ønsker at være en del af Co-UDLabs early adopter-gruppe af innovative forsyningsselskaber];Du kan tilmelde dig som en del af en Co-UDLabs early adopter-gruppe af innovative forsyningsselskaber ;Jeg ønsker at være en del af Co-UDLabs early adopter-gruppe af innovative forsyningsselskaber
130;COUDapply[SQ002];11;Interest in Co-UDLabs;55;multiselect;Du kan tilmelde dig som en del af en Co-UDLabs early adopter-gruppe af innovative forsyningsselskaber [Kontakt mig venligst med information om yderligere implementeringshandlinger, drøfte politiske forslag, evaluere den videnskabelige udviklinger mm.];Du kan tilmelde dig som en del af en Co-UDLabs early adopter-gruppe af innovative forsyningsselskaber ;Kontakt mig venligst med information om yderligere implementeringshandlinger, drøfte politiske forslag, evaluere den videnskabelige udviklinger mm.
131;interviewtime;0;Metadata;56;;Total tid;Total tid;
132;groupTime3815;0;Metadata;56;;Gruppetid: Generel information;Gruppetid: Generel information;
133;yearTime;0;Metadata;56;;Spørgsmålstid: year;Spørgsmålstid: year;
134;NemployeesTime;0;Metadata;56;;Spørgsmålstid: Nemployees;Spørgsmålstid: Nemployees;
135;NcommunitiesTime;0;Metadata;56;;Spørgsmålstid: Ncommunities;Spørgsmålstid: Ncommunities;
136;managementTime;0;Metadata;56;;Spørgsmålstid: management;Spørgsmålstid: management;
137;freeINDandDECTime;0;Metadata;56;;Spørgsmålstid: freeINDandDEC;Spørgsmålstid: freeINDandDEC;
138;freeFINandGOVTime;0;Metadata;56;;Spørgsmålstid: freeFINandGOV;Spørgsmålstid: freeFINandGOV;
139;AREAtotalTime;0;Metadata;56;;Spørgsmålstid: AREAtotal;Spørgsmålstid: AREAtotal;
140;AREAredTime;0;Metadata;56;;Spørgsmålstid: AREAred;Spørgsmålstid: AREAred;
141;facilitiesTime;0;Metadata;56;;Spørgsmålstid: facilities;Spørgsmålstid: facilities;
142;groupTime3816;0;Metadata;56;;Gruppetid: Bygværker;Gruppetid: Bygværker;
143;NCSOsTime;0;Metadata;56;;Spørgsmålstid: NCSOs;Spørgsmålstid: NCSOs;
144;CSOrehabTime;0;Metadata;56;;Spørgsmålstid: CSOrehab;Spørgsmålstid: CSOrehab;
145;CSOinvestTime;0;Metadata;56;;Spørgsmålstid: CSOinvest;Spørgsmålstid: CSOinvest;
146;NpumpstatTime;0;Metadata;56;;Spørgsmålstid: Npumpstat;Spørgsmålstid: Npumpstat;
147;groupTime3817;0;Metadata;56;;Gruppetid: Monitorering af overløb;Gruppetid: Monitorering af overløb;
148;MvarCSOTime;0;Metadata;56;;Spørgsmålstid: MvarCSO;Spørgsmålstid: MvarCSO;
149;NinstrumCSOTime;0;Metadata;56;;Spørgsmålstid: NinstrumCSO;Spørgsmålstid: NinstrumCSO;
150;NpluviomTime;0;Metadata;56;;Spørgsmålstid: Npluviom;Spørgsmålstid: Npluviom;
151;groupTime3818;0;Metadata;56;;Gruppetid: Indsamling og håndtering of overløbsdata;Gruppetid: Indsamling og håndtering of overløbsdata;
152;WLmeasTime;0;Metadata;56;;Spørgsmålstid: WLmeas;Spørgsmålstid: WLmeas;
153;WLplantsTime;0;Metadata;56;;Spørgsmålstid: WLplants;Spørgsmålstid: WLplants;
154;WLassessTime;0;Metadata;56;;Spørgsmålstid: WLassess;Spørgsmålstid: WLassess;
155;WLdataQltyTime;0;Metadata;56;;Spørgsmålstid: WLdataQlty;Spørgsmålstid: WLdataQlty;
156;WLdataQLTYbadTime;0;Metadata;56;;Spørgsmålstid: WLdataQLTYbad;Spørgsmålstid: WLdataQLTYbad;
157;WQproblm2Time;0;Metadata;56;;Spørgsmålstid: WQproblm2;Spørgsmålstid: WQproblm2;
158;ORGshareTime;0;Metadata;56;;Spørgsmålstid: ORGshare;Spørgsmålstid: ORGshare;
159;groupTime3821;0;Metadata;56;;Gruppetid: Merværdi gennem brug af måleteknologi;Gruppetid: Merværdi gennem brug af måleteknologi;
160;MTavailTime;0;Metadata;56;;Spørgsmålstid: MTavail;Spørgsmålstid: MTavail;
161;METexTime;0;Metadata;56;;Spørgsmålstid: METex;Spørgsmålstid: METex;
162;METobstTime;0;Metadata;56;;Spørgsmålstid: METobst;Spørgsmålstid: METobst;
163;MEASplantsTime;0;Metadata;56;;Spørgsmålstid: MEASplants;Spørgsmålstid: MEASplants;
164;MEuncTime;0;Metadata;56;;Spørgsmålstid: MEunc;Spørgsmålstid: MEunc;
165;groupTime3822;0;Metadata;56;;Gruppetid: Samarbejde med tilsynsmyndighed;Gruppetid: Samarbejde med tilsynsmyndighed;
166;IntDrainPlanTime;0;Metadata;56;;Spørgsmålstid: IntDrainPlan;Spørgsmålstid: IntDrainPlan;
167;IDPyearTime;0;Metadata;56;;Spørgsmålstid: IDPyear;Spørgsmålstid: IDPyear;
168;IDPrevTime;0;Metadata;56;;Spørgsmålstid: IDPrev;Spørgsmålstid: IDPrev;
169;ORGcoopUDTime;0;Metadata;56;;Spørgsmålstid: ORGcoopUD;Spørgsmålstid: ORGcoopUD;
170;groupTime3823;0;Metadata;56;;Gruppetid: Videreuddannelse / Faglig kompetence;Gruppetid: Videreuddannelse / Faglig kompetence;
171;EMPeventTime;0;Metadata;56;;Spørgsmålstid: EMPevent;Spørgsmålstid: EMPevent;
172;groupTime3824;0;Metadata;56;;Gruppetid: Ledelsens personlige holdning;Gruppetid: Ledelsens personlige holdning;
173;MEAStpTime;0;Metadata;56;;Spørgsmålstid: MEAStp;Spørgsmålstid: MEAStp;
174;woWWTPTime;0;Metadata;56;;Spørgsmålstid: woWWTP;Spørgsmålstid: woWWTP;
175;SSvisionTime;0;Metadata;56;;Spørgsmålstid: SSvision;Spørgsmålstid: SSvision;
176;CSOpublicTime;0;Metadata;56;;Spørgsmålstid: CSOpublic;Spørgsmålstid: CSOpublic;
177;groupTime3825;0;Metadata;56;;Gruppetid: Legal framework and guidelines;Gruppetid: Legal framework and guidelines;
178;CSOlawTime;0;Metadata;56;;Spørgsmålstid: CSOlaw;Spørgsmålstid: CSOlaw;
179;impREGTime;0;Metadata;56;;Spørgsmålstid: impREG;Spørgsmålstid: impREG;
180;TSguideTime;0;Metadata;56;;Spørgsmålstid: TSguide;Spørgsmålstid: TSguide;
181;REGapplyTime;0;Metadata;56;;Spørgsmålstid: REGapply;Spørgsmålstid: REGapply;
182;REGenfTime;0;Metadata;56;;Spørgsmålstid: REGenf;Spørgsmålstid: REGenf;
183;CSOregTime;0;Metadata;56;;Spørgsmålstid: CSOreg;Spørgsmålstid: CSOreg;
184;groupTime3826;0;Metadata;56;;Gruppetid: Fremtidige forbedringer;Gruppetid: Fremtidige forbedringer;
185;CSOmonitTime;0;Metadata;56;;Spørgsmålstid: CSOmonit;Spørgsmålstid: CSOmonit;
186;CSOownpropTime;0;Metadata;56;;Spørgsmålstid: CSOownprop;Spørgsmålstid: CSOownprop;
187;UDfeedTime;0;Metadata;56;;Spørgsmålstid: UDfeed;Spørgsmålstid: UDfeed;
188;groupTime3827;0;Metadata;56;;Gruppetid: Interesse for Co-UDLabs;Gruppetid: Interesse for Co-UDLabs;
189;CIsurveyTime;0;Metadata;56;;Spørgsmålstid: CIsurvey;Spørgsmålstid: CIsurvey;
190;COUDapplyTime;0;Metadata;56;;Spørgsmålstid: COUDapply;Spørgsmålstid: COUDapply;
